SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FS2;FS3;FSL;rang;fictiv
4026;BIDIGEȘTI;517251;1;4008;23;3;3;7;1;150648;3001071;150648701072;V;
4035;BODREȘTI;517252;1;4008;23;3;3;7;1;150648;3001233;150648701234;V;
4044;BOGLEȘTI;517253;1;4008;23;3;3;7;1;150648;3001281;150648701282;V;
4053;BUNINGINEA;517254;1;4008;23;3;3;7;1;150648;3001899;150648701900;V;
4062;GHEDULEȘTI;517256;1;4008;23;3;3;7;1;150648;3005156;150648705163;V;
4071;MĂTIȘEȘTI;517257;1;4008;23;3;3;7;1;150648;3007267;150648707276;V;
4080;MORĂREȘTI;517258;1;4008;23;3;3;7;1;150648;3007688;150648707698;V;
4099;VULCAN;517259;1;4008;23;3;3;7;1;150648;3013562;150648713581;V;
4188;CRĂCIUNELU DE JOS;0;1;10;3;2;3;7;1;1;;150765000000;IV;
4197;CRĂCIUNELU DE JOS;517260;1;4188;22;3;3;7;1;150765;1003506;150765303509;IV;
4142;CRICĂU;0;1;10;3;2;3;7;1;1;;150778000000;IV;
4151;CRICĂU;517265;1;4142;22;3;3;7;1;150778;1003562;150778303565;IV;
4160;CRAIVA;517266;1;4142;23;3;3;7;1;150778;3003493;150778703497;V;
4179;TIBRU;517267;1;4142;23;3;3;7;1;150778;3012006;150778712023;V;
9019;CUT;0;1;10;3;2;3;7;1;1;;150814000000;;0
4124;CUT;517206;1;9019;22;3;3;7;1;150814;3003759;150814303763;V;
4240;DAIA ROMÂNĂ;0;1;10;3;2;3;7;1;1;;150822000000;IV;
4259;DAIA ROMÂNĂ;517270;1;4240;22;3;3;7;1;150822;1003792;150822303796;IV;
4268;DOȘTAT;0;1;10;3;2;3;7;1;1;;150914000000;IV;
4277;DOȘTAT;517275;1;4268;22;3;3;7;1;150914;1004232;150914304238;IV;
4286;BOZ;517276;1;4268;23;3;3;7;1;150914;3001474;150914701475;V;
4295;DEALU DOȘTATULUI;517277;1;4268;23;3;3;7;1;150914;3003921;150914703926;V;
4302;FĂRĂU;0;1;10;3;2;3;7;1;1;;150988000000;IV;
4311;FĂRĂU;517280;1;4302;22;3;3;7;1;150988;1004582;150988304587;IV;
4320;HERIA;517281;1;4302;23;3;3;7;1;150988;3005797;150988705805;V;
4339;MEDVEȘ;517282;1;4302;23;3;3;7;1;150988;3007332;150988707341;V;
4348;SÂNBENEDIC;517283;1;4302;23;3;3;7;1;150988;3010570;150988710583;V;
4357;ȘILEA;517284;1;4302;23;3;3;7;1;150988;3011563;150988711579;V;
4366;GALDA DE JOS;0;1;10;3;2;3;7;1;1;;151059000000;IV;
4375;GALDA DE JOS;517285;1;4366;22;3;3;7;1;151059;1004968;151059304974;IV;
4384;BENIC;517286;1;4366;23;3;3;7;1;151059;3000965;151059700966;V;
4393;CETEA;517287;1;4366;23;3;3;7;1;151059;3002557;151059702557;V;
4400;GALDA DE SUS;517288;1;4366;23;3;3;7;1;151059;3004969;151059704975;V;
4419;LUPȘENI;517289;1;4366;23;3;3;7;1;151059;3006913;151059706921;V;
4428;MĂGURA;517291;1;4366;23;3;3;7;1;151059;3007098;151059707109;V;
4437;MESENTEA;517292;1;4366;23;3;3;7;1;151059;3007381;151059707390;V;
4446;OIEJDEA;517293;1;4366;23;3;3;7;1;151059;3008227;151059708238;V;
4455;POIANA GALDEI;517294;1;4366;23;3;3;7;1;151059;3009209;151059709221;V;
4464;RĂICANI;517296;1;4366;23;3;3;7;1;151059;3009790;151059709803;V;
4473;ZĂGRIȘ;517297;1;4366;23;3;3;7;1;151059;3013619;151059713637;V;
4482;GÂRBOVA;0;1;10;3;2;3;7;1;1;;151083000000;IV;
4491;GÂRBOVA;517305;1;4482;22;3;3;7;1;151083;1005082;151083305088;IV;
4507;CĂRPINIȘ;517306;1;4482;23;3;3;7;1;151083;3002269;151083702269;V;
4516;RECIU;517307;1;4482;23;3;3;7;1;151083;3009910;151083709923;V;
4525;GÂRDA DE SUS;0;1;10;3;2;3;7;1;1;;151088000000;IV;
4534;GÂRDA DE SUS;517310;1;4525;22;3;3;7;1;151088;1005096;151088305103;IV;
4543;BIHARIA;517311;1;4525;23;3;3;7;1;151088;3001077;151088701077;V;
4552;DEALU FRUMOS;517312;1;4525;23;3;3;7;1;151088;3003926;151088703932;V;
4561;DEALU ORDÂNCUȘII;517313;1;4525;23;3;3;7;1;151088;3003952;151088703957;V;
4570;DOBREȘTI;517314;1;4525;23;3;3;7;1;151088;3004116;151088704121;V;
4598;GÂRDA SEACĂ;517316;1;4525;23;3;3;7;1;151088;3005097;151088705104;V;
4589;GHEȚARI;517317;1;4525;23;3;3;7;1;151088;3005197;151088705204;V;
4605;HANĂȘEȘTI;517318;1;4525;23;3;3;7;1;151088;3005694;151088705701;V;
4614;HUZĂREȘTI;517319;1;4525;23;3;3;7;1;151088;3005988;151088705996;V;
4623;IZVOARELE;517321;1;4525;23;3;3;7;1;151088;3006267;151088706282;V;
4632;MUNUNĂ;517322;1;4525;23;3;3;7;1;151088;3007816;151088707825;V;
4641;OCOALE;517323;1;4525;23;3;3;7;1;151088;3008167;151088708178;V;
4650;PLAI;517324;1;4525;23;3;3;7;1;151088;3008943;151088708954;V;
4669;PLIȘTI;517326;1;4525;23;3;3;7;1;151088;3009001;151088709013;V;
4678;SCOARȚA;517327;1;4525;23;3;3;7;1;151088;3010746;151088710760;V;
4696;SNIDE;517328;1;4525;23;3;3;7;1;151088;3011064;151088711081;V;
4687;SUCEȘTI;517329;1;4525;23;3;3;7;1;151088;3011385;151088711402;V;
4703;HOPÂRTA;0;1;10;3;2;3;7;1;1;;151269000000;IV;
4712;HOPÂRTA;517335;1;4703;22;3;3;7;1;151269;1005890;151269305898;IV;
4721;SILIVAȘ;517336;1;4703;23;3;3;7;1;151269;3010926;151269710942;V;
4730;ȘPĂLNACA;517337;1;4703;23;3;3;7;1;151269;3011664;151269711680;V;
4749;TURDAȘ;517338;1;4703;23;3;3;7;1;151269;3012293;151269712310;V;
4758;VAMA SEACĂ;517339;1;4703;23;3;3;7;1;151269;3013037;151269713052;V;
4767;HOREA;0;1;10;3;2;3;7;1;1;;151270000000;IV;
4776;HOREA;517340;1;4767;22;3;3;7;1;151270;1005897;151270305904;IV;
4785;BABA;517341;1;4767;23;3;3;7;1;151270;3000389;151270700390;V;
4794;BUTEȘTI;517342;1;4767;23;3;3;7;1;151270;3001961;151270701960;V;
4801;DÂRLEȘTI;517343;1;4767;23;3;3;7;1;151270;3003886;151270703891;V;
4810;FERICET;517344;1;4767;23;3;3;7;1;151270;3004700;151270704705;V;
4829;GIURGIUȚ;517346;1;4767;23;3;3;7;1;151270;3005307;151270705314;V;
4838;MĂNCEȘTI;517347;1;4767;23;3;3;7;1;151270;3007177;151270707186;V;
4847;MĂTIȘEȘTI;517348;1;4767;23;3;3;7;1;151270;3007266;151270707275;V;
4856;NICULEȘTI;517349;1;4767;23;3;3;7;1;151270;3008036;151270708047;V;
4865;PĂTRUȘEȘTI;517351;1;4767;23;3;3;7;1;151270;3008582;151270708594;V;
4874;PETREASA;517352;1;4767;23;3;3;7;1;151270;3008765;151270708776;V;
4883;PRELUCA;517353;1;4767;23;3;3;7;1;151270;3009479;151270709493;V;
4892;TEIU;517354;1;4767;23;3;3;7;1;151270;3011947;151270711965;V;
4909;TRIFEȘTI;517356;1;4767;23;3;3;7;1;151270;3012220;151270712237;V;
4918;ZÂNZEȘTI;517357;1;4767;23;3;3;7;1;151270;3013662;151270713680;V;
4927;IGHIU;0;1;10;3;2;3;7;1;1;;151309000000;IV;
4936;IGHIU;517360;1;4927;22;3;3;7;1;151309;1006097;151309306106;IV;
4945;BUCERDEA VÂNOASĂ;517361;1;4927;23;3;3;7;1;151309;3001710;151309701711;V;
4954;IGHIEL;517362;1;4927;23;3;3;7;1;151309;3006094;151309706102;V;
4963;ȘARD;517363;1;4927;23;3;3;7;1;151309;3011475;151309711492;V;
4972;ȚELNA;517364;1;4927;23;3;3;7;1;151309;3012355;151309712372;V;
4981;ÎNTREGALDE;0;1;10;3;2;3;7;1;1;;151358000000;IV;
4990;ÎNTREGALDE;517365;1;4981;22;3;3;7;1;151358;1006328;151358306336;IV;
5005;DEALU GEOAGIULUI;517366;1;4981;23;3;3;7;1;151358;3003929;151358703934;V;
5014;GHIONCANI;517367;1;4981;23;3;3;7;1;151358;3005237;151358705244;V;
5023;ILIEȘTI;517368;1;4981;23;3;3;7;1;151358;3006123;151358706133;V;
5032;IVĂNIȘ;517369;1;4981;23;3;3;7;1;151358;3006242;151358706251;V;
5041;MĂRINEȘTI;517371;1;4981;23;3;3;7;1;151358;3007230;151358707239;V;
5050;MODOLEȘTI;517372;1;4981;23;3;3;7;1;151358;3007626;151358707635;V;
5069;NECRILEȘTI;517373;1;4981;23;3;3;7;1;151358;3007914;151358707924;V;
5078;POPEȘTI;517374;1;4981;23;3;3;7;1;151358;3009358;151358709352;V;
5087;SFÂRCEA;517376;1;4981;23;3;3;7;1;151358;3010868;151358710885;V;
5096;TECȘEȘTI;517377;1;4981;23;3;3;7;1;151358;3011934;151358711951;V;
5103;JIDVEI;0;1;10;3;2;3;7;1;1;;151366000000;IV;
5112;JIDVEI;517385;1;5103;22;3;3;7;1;151366;1006365;151366306373;IV;
5121;BĂLCACIU;517386;1;5103;23;3;3;7;1;151366;3000655;151366700654;V;
5130;CĂPÂLNA DE JOS;517387;1;5103;23;3;3;7;1;151366;3002222;151366702223;V;
5149;FEISA;517388;1;5103;23;3;3;7;1;151366;3004672;151366704677;V;
5158;VESEUȘ;517389;1;5103;23;3;3;7;1;151366;3013307;151366713324;V;
5167;LIVEZILE;0;1;10;3;2;3;7;1;1;;151432000000;IV;
5176;LIVEZILE;517390;1;5167;22;3;3;7;1;151432;1006702;151432306709;IV;
5185;IZVOARELE;517391;1;5167;23;3;3;7;1;151432;3006270;151432706280;V;
5194;POIANA AIUDULUI;517392;1;5167;23;3;3;7;1;151432;3009194;151432709206;V;
5201;VĂLIȘOARA;517393;1;5167;23;3;3;7;1;151432;3013140;151432713156;V;
5210;LOPADEA NOUĂ;0;1;10;3;2;3;7;1;1;;151438000000;IV;
5229;LOPADEA NOUĂ;517395;1;5210;22;3;3;7;1;151438;1006719;151438306728;IV;
5238;ASINIP;517396;1;5210;23;3;3;7;1;151438;3000349;151438700350;V;
5256;BĂGĂU;517397;1;5210;23;3;3;7;1;151438;3000591;151438700591;V;
5247;BEȚA;517398;1;5210;23;3;3;7;1;151438;3001038;151438701039;V;
5265;CICÂRD;517399;1;5210;23;3;3;7;1;151438;3002728;151438702730;V;
5274;CIUGUZEL;517401;1;5210;23;3;3;7;1;151438;3002889;151438702891;V;
5283;OCNIȘOARA;517402;1;5210;23;3;3;7;1;151438;3008163;151438708174;V;
5292;ODVEREM;517403;1;5210;23;3;3;7;1;151438;3008195;151438708206;V;
5309;LUNCA MUREȘULUI;0;1;10;3;2;3;7;1;1;;151464000000;IV;
5318;LUNCA MUREȘULUI;517405;1;5309;22;3;3;7;1;151464;1006844;151464306853;IV;
5327;GURA ARIEȘULUI;517406;1;5309;23;3;3;7;1;151464;3005586;151464705593;V;
5336;LUPȘA;0;1;10;3;2;3;7;1;1;;151473000000;IV;
5345;LUPȘA;517410;1;5336;22;3;3;7;1;151473;1006908;151473306916;IV;
5354;BÂRDEȘTI;517411;1;5336;23;3;3;7;1;151473;3000827;151473700827;V;
5363;BÂRZAN;517412;1;5336;23;3;3;7;1;151473;3000875;151473700875;V;
5372;CURMĂTURĂ;517413;1;5336;23;3;3;7;1;151473;3003730;151473703734;V;
5381;DUPĂ DEAL;517414;1;5336;23;3;3;7;1;151473;3004473;151473704479;V;
5390;GEAMĂNA;517416;1;5336;23;3;3;7;1;151473;3005123;151473705127;V;
5407;HĂDĂRĂU;517417;1;5336;23;3;3;7;1;151473;3005713;151473705720;V;
5416;HOLOBANI;517418;1;5336;23;3;3;7;1;151473;3005872;151473705880;V;
5425;LAZURI;517419;1;5336;23;3;3;7;1;151473;3006479;151473706486;V;
5434;LUNCA;517421;1;5336;23;3;3;7;1;151473;3006795;151473706793;V;
5443;MĂNĂSTIRE;517422;1;5336;23;3;3;7;1;151473;3007163;151473707172;V;
5452;MĂRGAIA;517423;1;5336;23;3;3;7;1;151473;3007214;151473707223;V;
5461;MUȘCA;517424;1;5336;23;3;3;7;1;151473;3007841;151473707851;V;
5489;PÂRÂU-CĂRBUNĂRI;517426;1;5336;23;3;3;7;1;151473;3008648;151473708660;V;
5470;PIȚIGA;517427;1;5336;23;3;3;7;1;151473;3008936;151473708948;V;
5498;POȘOGANI;517428;1;5336;23;3;3;7;1;151473;3009409;151473709421;V;
5504;ȘASA;517429;1;5336;23;3;3;7;1;151473;3011482;151473711498;V;
5513;TRIFEȘTI;517431;1;5336;23;3;3;7;1;151473;3012219;151473712236;V;
5522;VALEA HOLHORII;517432;1;5336;23;3;3;7;1;151473;3012758;151473712774;V;
5531;VALEA LUPȘII;517433;1;5336;23;3;3;7;1;151473;3012809;151473712824;V;
5540;VALEA ȘESII;517434;1;5336;23;3;3;7;1;151473;3012983;151473712997;V;
5559;VĂI;517436;1;5336;23;3;3;7;1;151473;3013090;151473713107;V;
5568;VINȚA;517437;1;5336;23;3;3;7;1;151473;3013397;151473713414;V;
5577;METEȘ;0;1;10;3;2;3;7;1;1;;151568000000;IV;
5586;METEȘ;517445;1;5577;22;3;3;7;1;151568;1007400;151568307409;IV;
5595;AMPOIȚA;517446;1;5577;23;3;3;7;1;151568;3000201;151568700202;V;
5602;ISCA;517447;1;5577;23;3;3;7;1;151568;3006208;151568706216;V;
5611;LUNCA AMPOIȚEI;517448;1;5577;23;3;3;7;1;151568;3006811;151568706820;V;
5620;LUNCA METEȘULUI;517449;1;5577;23;3;3;7;1;151568;3006842;151568706851;V;
5639;PĂDUREA;517451;1;5577;23;3;3;7;1;151568;3008482;151568708494;V;
5648;POIANA AMPOIULUI;517452;1;5577;23;3;3;7;1;151568;3009195;151568709207;V;
5657;POIANA URSULUI;517453;1;5577;23;3;3;7;1;151568;3009247;151568709259;V;
5666;PRESACA AMPOIULUI;517454;1;5577;23;3;3;7;1;151568;3009492;151568709505;V;
5675;REMETEA;517456;1;5577;23;3;3;7;1;151568;3009935;151568709950;V;
5684;TĂUȚI;517457;1;5577;23;3;3;7;1;151568;3011868;151568711885;V;
5693;VĂLENI;517458;1;5577;23;3;3;7;1;151568;3013115;151568713121;V;
5700;MIHALȚ;0;1;10;3;2;3;7;1;1;;151585000000;IV;
5719;MIHALȚ;517465;1;5700;22;3;3;7;1;151585;1007467;151585307476;IV;
5728;CISTEI;517466;1;5700;23;3;3;7;1;151585;3002866;151585702868;V;
5737;OBREJA;517467;1;5700;23;3;3;7;1;151585;3008142;151585708154;V;
5746;ZĂRIEȘ;517468;1;5700;23;3;3;7;1;151585;3013638;151585713656;V;
5755;MIRĂSLĂU;0;1;10;3;2;3;7;1;1;;151603000000;IV;
5764;MIRĂSLĂU;517470;1;5755;22;3;3;7;1;151603;1007538;151603307547;IV;
5773;CICĂU;517471;1;5755;23;3;3;7;1;151603;3002727;151603702729;V;
5782;DECEA;517472;1;5755;23;3;3;7;1;151603;3003971;151603703976;V;
5791;LOPADEA VECHE;517473;1;5755;23;3;3;7;1;151603;3006720;151603706729;V;
5808;ORMENIȘ;517474;1;5755;23;3;3;7;1;151603;3008335;151603708348;V;
5817;RACHIȘ;517476;1;5755;23;3;3;7;1;151603;3009648;151603709661;V;
5826;MOGOȘ;0;1;10;3;2;3;7;1;1;;151626000000;IV;
5835;MOGOȘ;517480;1;5826;22;3;3;7;1;151626;1007636;151626307645;IV;
5844;BĂRBEȘTI;517481;1;5826;23;3;3;7;1;151626;3000759;151626700758;V;
5853;BÂRLEȘTI;517482;1;5826;23;3;3;7;1;151626;3000839;151626700838;V;
5862;BÂRLEȘTI-CĂTUN;517483;1;5826;23;3;3;7;1;151626;3000841;151626700841;V;
5871;BÂRZOGANI;517484;1;5826;23;3;3;7;1;151626;3000884;151626700884;V;
5880;BOCEȘTI;517486;1;5826;23;3;3;7;1;151626;3001197;151626701198;V;
5899;BOGDĂNEȘTI;517487;1;5826;23;3;3;7;1;151626;3001265;151626701264;V;
5906;BUTEȘTI;517488;1;5826;23;3;3;7;1;151626;3001960;151626701961;V;
5915;COJOCANI;517489;1;5826;23;3;3;7;1;151626;3003055;151626703057;V;
5924;CRISTEȘTI;517491;1;5826;23;3;3;7;1;151626;3003573;151626703573;V;
5933;MĂMĂLIGANI;517492;1;5826;23;3;3;7;1;151626;3007157;151626707166;V;
5942;NEGREȘTI;517493;1;5826;23;3;3;7;1;151626;3007954;151626707963;V;
5951;ONCEȘTI;517494;1;5826;23;3;3;7;1;151626;3008274;151626708289;V;
5960;POIENILE-MOGOȘ;517496;1;5826;23;3;3;7;1;151626;3009291;151626709303;V;
5979;TOMEȘTI;517497;1;5826;23;3;3;7;1;151626;3012108;151626712125;V;
5997;VALEA BARNII;517498;1;5826;23;3;3;7;1;151626;3012663;151626712679;V;
5988;VALEA BÂRLUȚEȘTI;517499;1;5826;23;3;3;7;1;151626;3012666;151626712682;V;
6002;VALEA COCEȘTI;517501;1;5826;23;3;3;7;1;151626;3012711;151626712727;V;
6011;VALEA GIOGEȘTI;517502;1;5826;23;3;3;7;1;151626;3012749;151626712765;V;
6020;VALEA MLACII;517503;1;5826;23;3;3;7;1;151626;3012869;151626712884;V;
6039;VALEA ȚUPILOR;517504;1;5826;23;3;3;7;1;151626;3012994;151626713009;V;
6048;NOȘLAC;0;1;10;3;2;3;7;1;1;;151817000000;IV;
6057;NOȘLAC;517515;1;6048;22;3;3;7;1;151817;1008077;151817308088;IV;
6066;CĂPTĂLAN;517516;1;6048;23;3;3;7;1;151817;3002237;151817702238;V;
6075;COPAND;517517;1;6048;23;3;3;7;1;151817;3003171;151817703174;V;
6084;GĂBUD;517518;1;6048;23;3;3;7;1;151817;3004997;151817705003;V;
6093;STÂNA DE MUREȘ;517519;1;6048;23;3;3;7;1;151817;3011211;151817711228;V;
6100;VALEA CIUCIULUI;517521;1;6048;23;3;3;7;1;151817;3012709;151817712725;V;
6119;OCOLIȘ;0;1;10;3;2;3;7;1;1;;151837000000;IV;
6128;OCOLIȘ;517525;1;6119;22;3;3;7;1;151837;1008168;151837308180;IV;
6137;LUNCA LARGĂ;517526;1;6119;23;3;3;7;1;151837;3006837;151837706845;V;
6146;RUNC;517527;1;6119;23;3;3;7;1;151837;3010162;151837710177;V;
6155;VIDOLM;517528;1;6119;23;3;3;7;1;151837;3013338;151837713355;V;
6164;OHABA;0;1;10;3;2;3;7;1;1;;151845000000;IV;
6173;OHABA;517530;1;6164;22;3;3;7;1;151845;1008211;151845308221;IV;
6182;COLIBI;517531;1;6164;23;3;3;7;1;151845;3003079;151845703081;V;
6191;MĂGHIERAT;517532;1;6164;23;3;3;7;1;151845;3007085;151845707094;V;
6208;SECĂȘEL;517533;1;6164;23;3;3;7;1;151845;3010805;151845710819;V;
6217;PIANU;0;1;10;3;2;3;7;1;1;;152179000000;IV;
6226;PIANU DE SUS;517537;1;6217;22;3;3;7;1;152179;1008814;152179308826;IV;
6235;PIANU DE JOS;517536;1;6217;23;3;3;7;1;152179;3008813;152179708825;V;
6244;PLAIURI;517538;1;6217;23;3;3;7;1;152179;3008954;152179708965;V;
6253;PURCĂREȚI;517539;1;6217;23;3;3;7;1;152179;3009617;152179709629;V;
6262;STRUNGARI;517541;1;6217;23;3;3;7;1;152179;3011353;152179711370;V;
6271;POIANA VADULUI;0;1;10;3;2;3;7;1;1;;152242000000;IV;
6280;POIANA VADULUI;517545;1;6271;22;3;3;7;1;152242;1009248;152242309260;IV;
6299;COSTEȘTI;517546;1;6271;23;3;3;7;1;152242;3003345;152242703349;V;
6306;DUDUIENI;517547;1;6271;23;3;3;7;1;152242;3004372;152242704378;V;
6315;FĂGETU DE JOS;517548;1;6271;23;3;3;7;1;152242;3004565;152242704571;V;
6324;FĂGETU DE SUS;517549;1;6271;23;3;3;7;1;152242;3004566;152242704573;V;
6333;HĂNĂȘEȘTI;517551;1;6271;23;3;3;7;1;152242;3005731;152242705738;V;
6342;LUPĂIEȘTI;517552;1;6271;23;3;3;7;1;152242;3006891;152242706899;V;
6351;MORCĂNEȘTI;517553;1;6271;23;3;3;7;1;152242;3007693;152242707702;V;
6360;PĂȘTEȘTI;517554;1;6271;23;3;3;7;1;152242;3008569;152242708581;V;
6379;PETELEI;517556;1;6271;23;3;3;7;1;152242;3008750;152242708762;V;
6388;STĂNEȘTI;517557;1;6271;23;3;3;7;1;152242;3011185;152242711199;V;
6397;PONOR;0;1;10;3;2;3;7;1;1;;152259000000;IV;
6404;PONOR;517565;1;6397;22;3;3;7;1;152259;1009329;152259309341;IV;
6413;DUPA DEAL;517566;1;6397;23;3;3;7;1;152259;3004472;152259704477;V;
6422;GEOGEL;517567;1;6397;23;3;3;7;1;152259;3005141;152259705148;V;
6431;MĂCĂREȘTI;517568;1;6397;23;3;3;7;1;152259;3007052;152259707062;V;
6459;VALE IN JOS;517569;1;6397;23;3;3;7;1;152259;3012640;152259712656;V;
6440;VALEA BUCURULUI;517571;1;6397;23;3;3;7;1;152259;3012684;152259712700;V;
6468;POȘAGA;0;1;10;3;2;3;7;1;1;;152273000000;IV;
6477;POȘAGA DE JOS;517581;1;6468;22;3;3;7;1;152273;1009407;152273309419;IV;
6486;CORȚEȘTI;517576;1;6468;23;3;3;7;1;152273;3003310;152273703313;V;
6495;INCEȘTI;517577;1;6468;23;3;3;7;1;152273;3006145;152273706155;V;
6501;LUNCA;517578;1;6468;23;3;3;7;1;152273;3006786;152273706806;V;
6510;ORĂȘTI;517579;1;6468;23;3;3;7;1;152273;3008311;152273708324;V;
6529;POȘAGA DE SUS;517582;1;6468;23;3;3;7;1;152273;3009408;152273709420;V;
6538;SAGAGEA;517583;1;6468;23;3;3;7;1;152273;3010244;152273710257;V;
6547;RĂDEȘTI;0;1;10;3;2;3;7;1;1;;152341000000;IV;
6556;RĂDEȘTI;517585;1;6547;22;3;3;7;1;152341;1009768;152341309780;IV;
6565;LEORINȚ;517586;1;6547;23;3;3;7;1;152341;3006575;152341706583;V;
6574;MEȘCREAC;517587;1;6547;23;3;3;7;1;152341;3007396;152341707405;V;
6583;ȘOIMUȘ;517588;1;6547;23;3;3;7;1;152341;3011631;152341711647;V;
6592;RÂMETEA;0;1;10;3;2;3;7;1;1;;152358000000;IV;
6609;RÂMETEA;517610;1;6592;22;3;3;7;1;152358;1009973;152358309861;IV;
6618;COLȚEȘTI;517611;1;6592;23;3;3;7;1;152358;3003100;152358703102;V;
6627;RÂMEȚ;0;1;10;3;2;3;7;1;1;;152359000000;IV;
6636;RÂMEȚ;517590;1;6627;22;3;3;7;1;152359;1009848;152359309862;IV;
6645;BOȚANI;517591;1;6627;23;3;3;7;1;152359;3001462;152359701463;V;
6654;BRĂDEȘTI;517592;1;6627;23;3;3;7;1;152359;3001552;152359701553;V;
6663;CHEIA;517593;1;6627;23;3;3;7;1;152359;3002575;152359702571;V;
6672;COTORĂȘTI;517594;1;6627;23;3;3;7;1;152359;3003421;152359703424;V;
6681;FLOREȘTI;517596;1;6627;23;3;3;7;1;152359;3004787;152359704787;V;
6690;OLTENI;517597;1;6627;23;3;3;7;1;152359;3008263;152359708272;V;
6707;VALEA FĂGETULUI;517598;1;6627;23;3;3;7;1;152359;3012740;152359712756;V;
6716;VALEA INZELULUI;517599;1;6627;23;3;3;7;1;152359;3012765;152359712781;V;
6725;VALEA MĂNĂSTIRII;517601;1;6627;23;3;3;7;1;152359;3012852;152359712868;V;
6734;VALEA POIENII;517602;1;6627;23;3;3;7;1;152359;3012907;152359712922;V;
6743;VALEA UZEI;517603;1;6627;23;3;3;7;1;152359;3013012;152359713027;V;
6752;VLĂDEȘTI;517604;1;6627;23;3;3;7;1;152359;3013475;152359713492;V;
6930;ROȘIA DE SECAȘ;0;1;10;3;2;3;7;1;1;;152413000000;IV;
6949;ROȘIA DE SECAȘ;517640;1;6930;22;3;3;7;1;152413;1010069;152413310082;IV;
6958;TĂU;517641;1;6930;23;3;3;7;1;152413;3011853;152413711870;V;
6967;UNGUREI;517642;1;6930;23;3;3;7;1;152413;3012491;152413712507;V;
6761;ROȘIA MONTANĂ;0;1;10;3;2;3;7;1;1;;152414000000;IV;
6770;ROȘIA MONTANĂ;517615;1;6761;22;3;3;7;1;152414;1010071;152414310084;IV;
6789;BĂLMOȘEȘTI;517616;1;6761;23;3;3;7;1;152414;3000674;152414700673;V;
6798;BLIDEȘTI;517617;1;6761;23;3;3;7;1;152414;3001164;152414701165;V;
6805;BUNTA;517618;1;6761;23;3;3;7;1;152414;3001901;152414701902;V;
6814;CĂRPINIȘ;517619;1;6761;23;3;3;7;1;152414;3002267;152414702268;V;
6823;COASTA HENȚII;517621;1;6761;23;3;3;7;1;152414;3002991;152414702993;V;
6832;CORNA;517622;1;6761;23;3;3;7;1;152414;3003238;152414703241;V;
6841;CURĂTURI;517623;1;6761;23;3;3;7;1;152414;3003713;152414703718;V;
6850;DĂROAIA;517624;1;6761;23;3;3;7;1;152414;3003855;152414703860;V;
6869;GÂRDA-BĂRBULEȘTI;517626;1;6761;23;3;3;7;1;152414;3005098;152414705105;V;
6878;GURA ROȘIEI;517627;1;6761;23;3;3;7;1;152414;3005622;152414705629;V;
6887;IACOBEȘTI;517628;1;6761;23;3;3;7;1;152414;3006001;152414706008;V;
6896;IGNĂȚEȘTI;517629;1;6761;23;3;3;7;1;152414;3006101;152414706109;V;
6903;ȘOAL;517631;1;6761;23;3;3;7;1;152414;3011616;152414711632;V;
6912;ȚARINA;517632;1;6761;23;3;3;7;1;152414;3012329;152414712346;V;
6921;VÂRTOP;517633;1;6761;23;3;3;7;1;152414;3013265;152414713283;V;
6976;SĂLCIUA;0;1;10;3;2;3;7;1;1;;152490000000;IV;
6985;SĂLCIUA DE JOS;517648;1;6976;22;3;3;7;1;152490;1010437;152490310450;IV;
6994;DEALU CASELOR;517646;1;6976;23;3;3;7;1;152490;3003915;152490703920;V;
7008;DUMEȘTI;517647;1;6976;23;3;3;7;1;152490;3004448;152490704452;V;
7017;SĂLCIUA DE SUS;517649;1;6976;23;3;3;7;1;152490;3010438;152490710451;V;
7026;SUB PIATRĂ;517651;1;6976;23;3;3;7;1;152490;3011378;152490711395;V;
7035;VALEA LARGĂ;517652;1;6976;23;3;3;7;1;152490;3012772;152490712785;V;
7044;SĂLIȘTEA;0;1;10;3;2;3;7;1;1;;152492000000;IV;
7053;SĂLIȘTEA;517655;1;7044;22;3;3;7;1;152492;1010462;152492310472;IV;
7062;MĂRGINENI;517656;1;7044;23;3;3;7;1;152492;3007223;152492707232;V;
7071;SĂLIȘTEA-DEAL;517657;1;7044;23;3;3;7;1;152492;3010466;152492710479;V;
7080;TĂRTĂRIA;517658;1;7044;23;3;3;7;1;152492;3011825;152492711842;V;
7099;SĂSCIORI;0;1;10;3;2;3;7;1;1;;152505000000;IV;
7106;SĂSCIORI;517660;1;7099;22;3;3;7;1;152505;1010529;152505310542;IV;
7115;CĂPÂLNA;517661;1;7099;23;3;3;7;1;152505;3002221;152505702221;V;
7124;DUMBRAVA;517662;1;7099;23;3;3;7;1;152505;3004403;152505704396;V;
7133;LAZ;517663;1;7099;23;3;3;7;1;152505;3006464;152505706470;V;
7142;LOMAN;517664;1;7099;23;3;3;7;1;152505;3006717;152505706726;V;
7151;PLEȘI;517666;1;7099;23;3;3;7;1;152505;3008992;152505709004;V;
7160;RĂCHITA;517667;1;7099;23;3;3;7;1;152505;3009734;152505709746;V;
7179;SEBEȘEL;517668;1;7099;23;3;3;7;1;152505;3010794;152505710808;V;
