SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FS2;FS3;FSL;rang;fictiv
99469;SUHULEȚ;707496;22;99441;23;3;3;1;24;2452789;3011403;2452789711420;V;
99478;TĂTĂRUȘI;0;22;225;3;2;3;1;24;24;;2452812000000;IV;
99487;TĂTĂRUȘI;707500;22;99478;22;3;3;1;24;2452812;1011849;2452812311866;IV;
99496;IORCANI;707501;22;99478;23;3;3;1;24;2452812;3006184;2452812706193;V;
99502;PIETROSU;707502;22;99478;23;3;3;1;24;2452812;3008879;2452812708890;V;
99511;UDA;707503;22;99478;23;3;3;1;24;2452812;3012419;2452812712435;V;
99520;VÂLCICA;707504;22;99478;23;3;3;1;24;2452812;3013215;2452812713231;V;
99539;TODIREȘTI;0;22;225;3;2;3;1;24;24;;2452860000000;IV;
99548;TODIREȘTI;707505;22;99539;22;3;3;1;24;2452860;1012093;2452860312108;IV;
99557;BĂICENI;707506;22;99539;23;3;3;1;24;2452860;3000599;2452860700597;V;
99593;STROEȘTI;707511;22;99539;23;3;3;1;24;2452860;3011341;2452860711354;V;
95293;TOMEȘTI;0;22;225;3;2;3;1;24;24;;2452862000000;IV;
95300;TOMEȘTI;707515;22;95293;22;3;3;1;24;2452862;1012111;2452862312126;IV;
95319;CHICEREA;707516;22;95293;23;3;3;1;24;2452862;3002618;2452862702618;V;
95328;GORUNI;707517;22;95293;23;3;3;1;24;2452862;3005439;2452862705446;V;
95337;VLĂDICENI;707518;22;95293;23;3;3;1;24;2452862;3013482;2452862713499;V;
99600;TRIFEȘTI;0;22;225;3;2;3;1;24;24;;2452887000000;IV;
99619;TRIFEȘTI;707520;22;99600;22;3;3;1;24;2452887;1012221;2452887312238;IV;
99628;HERMEZIU;707521;22;99600;23;3;3;1;24;2452887;3005800;2452887705808;V;
99655;VLADOMIRA;707524;22;99600;23;3;3;1;24;2452887;3013457;2452887713474;V;
99664;ZABOLOTENI;707526;22;99600;23;3;3;1;24;2452887;3013592;2452887713610;V;
99673;ȚIBANA;0;22;225;3;2;3;1;24;24;;2452921000000;IV;
99682;ȚIBANA;707530;22;99673;22;3;3;1;24;2452921;1012366;2452921312383;IV;
99691;ALEXENI;707531;22;99673;23;3;3;1;24;2452921;3000137;2452921700136;V;
99708;DOMNIȚA;707532;22;99673;23;3;3;1;24;2452921;3004191;2452921704197;V;
99717;GÂRBEȘTI;707533;22;99673;23;3;3;1;24;2452921;3005080;2452921705086;V;
99726;MOARA CIORNEI;707534;22;99673;23;3;3;1;24;2452921;3007602;2452921707611;V;
99735;OPROAIA;707536;22;99673;23;3;3;1;24;2452921;3008299;2452921708311;V;
99744;POIANA DE SUS;707538;22;99673;23;3;3;1;24;2452921;3009205;2452921709217;V;
99753;POIANA MĂNĂSTIRII;707537;22;99673;23;3;3;1;24;2452921;3009223;2452921709235;V;
99762;RUNCU;707539;22;99673;23;3;3;1;24;2452921;3010173;2452921710184;V;
99771;VADU VEJEI;707541;22;99673;23;3;3;1;24;2452921;3012624;2452921712640;V;
99780;ȚIBĂNEȘTI;0;22;225;3;2;3;1;24;24;;2452922000000;IV;
99799;ȚIBĂNEȘTI;707545;22;99780;22;3;3;1;24;2452922;1012367;2452922312384;IV;
99806;GLODENII GÂNDULUI;707546;22;99780;23;3;3;1;24;2452922;3005347;2452922705354;V;
99815;GRIEȘTI;707547;22;99780;23;3;3;1;24;2452922;3005509;2452922705516;V;
99824;JIGORENI;707548;22;99780;23;3;3;1;24;2452922;3006372;2452922706380;V;
99833;RĂSBOIENI;707549;22;99780;23;3;3;1;24;2452922;3009796;2452922709809;V;
99842;RECEA;707551;22;99780;23;3;3;1;24;2452922;3009899;2452922709906;V;
99851;TUNGUJEI;707552;22;99780;23;3;3;1;24;2452922;3012277;2452922712294;V;
99860;VĂLENII;707553;22;99780;23;3;3;1;24;2452922;3013131;2452922713147;V;
99879;ȚIGĂNĂȘI;0;22;225;3;2;3;1;24;24;;2452925000000;IV;
99888;ȚIGĂNĂȘI;707555;22;99879;22;3;3;1;24;2452925;1012381;2452925312398;IV;
99897;CÂRNICENI;707556;22;99879;23;3;3;1;24;2452925;3002407;2452925702408;V;
99904;MIHAIL KOGĂLNICEANU;707557;22;99879;23;3;3;1;24;2452925;3007464;2452925707468;V;
99913;STEJARII;707558;22;99879;23;3;3;1;24;2452925;3011237;2452925711254;V;
99922;ȚUȚORA;0;22;225;3;2;3;1;24;24;;2452930000000;IV;
99931;ȚUȚORA;707560;22;99922;22;3;3;1;24;2452930;1012412;2452930312428;IV;
99940;CHIPEREȘTI;707561;22;99922;23;3;3;1;24;2452930;3002660;2452930702661;V;
99959;OPRIȘENI;707562;22;99922;23;3;3;1;24;2452930;3008294;2452930708306;V;
96003;UNGHENI;0;22;225;3;2;3;1;24;24;;2452947000000;IV;
96012;BOSIA;707566;22;96003;22;3;3;1;24;2452947;1001422;2452947301423;IV;
96021;COADA STÂNCII;707567;22;96003;23;3;3;1;24;2452947;3002982;2452947702984;V;
96030;MÂNZĂTEȘTI;707568;22;96003;23;3;3;1;24;2452947;3007306;2452947707314;V;
96049;UNGHENI;707565;22;96003;23;3;3;1;24;2452947;3012484;2452947712500;V;
100353;VALEA LUPULUI;0;22;225;3;2;3;1;24;24;;2452992000000;;0
95284;VALEA LUPULUI;707410;22;100353;22;3;3;1;24;2452992;3012813;2452992312825;V;
99968;VALEA SEACĂ;0;22;225;3;2;3;1;24;24;;2453006000000;IV;
99977;VALEA SEACĂ;707570;22;99968;22;3;3;1;24;2453006;1012964;2453006312971;IV;
99986;CONȚEȘTI;707571;22;99968;23;3;3;1;24;2453006;3003164;2453006703165;V;
99995;TOPILE;707572;22;99968;23;3;3;1;24;2453006;3012142;2453006712159;V;
100086;VÂNĂTORI;0;22;225;3;2;3;1;24;24;;2453048000000;IV;
100095;VÂNĂTORI;707575;22;100086;22;3;3;1;24;2453048;1013229;2453048313243;IV;
100102;CRIVEȘTI;707576;22;100086;23;3;3;1;24;2453048;3003613;2453048703615;V;
100111;GURA BÂDILIȚEI;707577;22;100086;23;3;3;1;24;2453048;3005589;2453048705596;V;
100120;HÂRTOAPE;707578;22;100086;23;3;3;1;24;2453048;3005775;2453048705782;V;
100139;VLĂDNICUȚ;707579;22;100086;23;3;3;1;24;2453048;3013487;2453048713504;V;
100004;VICTORIA;0;22;225;3;2;3;1;24;24;;2453080000000;IV;
100013;VICTORIA;707580;22;100004;22;3;3;1;24;2453080;1013333;2453080313345;IV;
100022;FRĂSULENI;707581;22;100004;23;3;3;1;24;2453080;3004860;2453080704866;V;
100031;ICUȘENI;707582;22;100004;23;3;3;1;24;2453080;3006059;2453080706067;V;
100040;LUCENI;707583;22;100004;23;3;3;1;24;2453080;3006741;2453080706750;V;
100059;SCULENI;707584;22;100004;23;3;3;1;24;2453080;3010769;2453080710783;V;
100068;STÂNCA;707586;22;100004;23;3;3;1;24;2453080;3011216;2453080711229;V;
100077;ȘENDRENI;707587;22;100004;23;3;3;1;24;2453080;3011507;2453080711523;V;
100148;VLĂDENI;0;22;225;3;2;3;1;24;24;;2453116000000;IV;
100157;VLĂDENI;707590;22;100148;22;3;3;1;24;2453116;1013471;2453116313488;IV;
100166;ALEXANDRU CEL BUN;707591;22;100148;23;3;3;1;24;2453116;3000128;2453116700129;V;
100175;BORȘA;707592;22;100148;23;3;3;1;24;2453116;3001405;2453116701405;V;
100184;BROȘTENI;707593;22;100148;23;3;3;1;24;2453116;3001690;2453116701681;V;
100193;IACOBENI;707594;22;100148;23;3;3;1;24;2453116;3005998;2453116706005;V;
100200;VÂLCELELE;707596;22;100148;23;3;3;1;24;2453116;3013210;2453116713221;V;
100219;VOINEȘTI;0;22;225;3;2;3;1;24;24;;2453126000000;IV;
100228;VOINEȘTI;707600;22;100219;22;3;3;1;24;2453126;1013519;2453126313533;IV;
100237;LUNGANI;707601;22;100219;23;3;3;1;24;2453126;3006880;2453126706887;V;
100246;SCHITU STAVNIC;707602;22;100219;23;3;3;1;24;2453126;3010740;2453126710754;V;
100255;SLOBOZIA;707603;22;100219;23;3;3;1;24;2453126;3011025;2453126711023;V;
100264;VOCOTEȘTI;707604;22;100219;23;3;3;1;24;2453126;3013500;2453126713517;V;
234;JUDEȚUL ILFOV;0;23;1;40;1;0;8;25;;;2500000000000;;
179221;ORAȘ BRAGADIRU;0;23;234;2;2;1;8;25;25;;2531863000000;IV;
179230;BRAGADIRU;77025;23;179221;17;3;1;8;25;2531863;1001502;2531863201503;IV;
179285;ORAȘ CHITILA;0;23;234;2;2;1;8;25;25;;2531864000000;IV;
179294;CHITILA;77045;23;179285;17;3;1;8;25;2531864;1002706;2531864202707;IV;
179301;RUDENI;77046;23;179285;18;3;1;8;25;2531864;3010134;2531864610149;V;
179409;ORAȘ MĂGURELE;0;23;234;2;2;1;8;25;25;;2531866000000;IV;
179418;MĂGURELE;77125;23;179409;17;3;1;8;25;2531866;1007114;2531866207126;IV;
179427;ALUNIȘU;77126;23;179409;18;3;1;8;25;2531866;3000181;2531866600172;V;
179436;DUMITRANA;77127;23;179409;18;3;1;8;25;2531866;3004455;2531866604460;V;
179445;PRUNI;77128;23;179409;18;3;1;8;25;2531866;3009580;2531866609594;V;
179454;VÂRTEJU;77129;23;179409;18;3;1;8;25;2531866;3013258;2531866613276;V;
179515;ORAȘ PANTELIMON;0;23;234;2;2;1;8;25;25;;2531868000000;IV;
179524;PANTELIMON;77145;23;179515;17;3;1;8;25;2531868;1008444;2531868208457;IV;
100576;ORAȘ BUFTEA;0;23;234;2;2;1;8;25;25;;2531910000000;III;
100585;BUFTEA;70000;23;100576;17;3;1;8;25;2531910;1001825;2531910201826;III;
100594;BUCIUMENI;70001;23;100576;19;3;1;8;25;2531910;3001730;2531910601733;V;
179481;ORAȘ OTOPENI;0;23;234;2;2;3;8;25;25;;2531998000000;III;
179490;OTOPENI;75100;23;179481;17;3;3;8;25;2531998;1008394;2531998208406;III;
179506;ODĂILE;75101;23;179481;19;3;3;8;25;2531998;3008182;2531998608195;V;
179533;ORAȘ POPEȘTI LEORDENI;0;23;234;2;2;1;8;25;25;;2532009000000;IV;
179542;POPEȘTI LEORDENI;77160;23;179533;17;3;1;8;25;2532009;1009371;2532009209383;IV;
179551;ORAȘ VOLUNTARI;0;23;234;2;2;1;8;25;25;;2532076000000;IV;
179560;VOLUNTARI;77190;23;179551;17;3;1;8;25;2532076;1013539;2532076213556;IV;
102543;1 DECEMBRIE;0;23;234;3;2;3;8;25;25;;2550001000000;IV;
102552;1 DECEMBRIE;77005;23;102543;22;3;3;8;25;2550001;1000002;2550001300001;IV;
100834;AFUMAȚI;0;23;234;3;2;3;8;25;25;;2550014000000;IV;
100843;AFUMAȚI;77010;23;100834;22;3;3;8;25;2550014;1000050;2550014300049;IV;
100969;BALOTEȘTI;0;23;234;3;2;3;8;25;25;;2550119000000;IV;
100978;BALOTEȘTI;77015;23;100969;22;3;3;8;25;2550119;1000462;2550119300461;IV;
100987;DUMBRĂVENI;77016;23;100969;23;3;3;8;25;2550119;3004428;2550119704426;V;
100996;SĂFTICA;77017;23;100969;23;3;3;8;25;2550119;3010403;2550119710416;V;
101145;BERCENI;0;23;234;3;2;3;8;25;25;;2550227000000;IV;
101154;BERCENI;77020;23;101145;22;3;3;8;25;2550227;1000976;2550227300976;IV;
101298;BRĂNEȘTI;0;23;234;3;2;3;8;25;25;;2550369000000;IV;
101305;BRĂNEȘTI;77030;23;101298;22;3;3;8;25;2550369;1001585;2550369301584;IV;
101314;ISLAZ;77031;23;101298;23;3;3;8;25;2550369;3006212;2550369706219;V;
101323;PASĂREA;77032;23;101298;23;3;3;8;25;2550369;3008463;2550369708475;V;
101332;VADU ANEI;77033;23;101298;23;3;3;8;25;2550369;3012608;2550369712624;V;
101742;CERNICA;0;23;234;3;2;3;8;25;25;;2550561000000;IV;
101751;CERNICA;77035;23;101742;22;3;3;8;25;2550561;1002520;2550561302521;IV;
101760;BĂLĂCEANCA;77036;23;101742;23;3;3;8;25;2550561;3000640;2550561700639;V;
101779;CĂLDĂRARU;77037;23;101742;23;3;3;8;25;2550561;3002142;2550561702143;V;
101788;POȘTA;77038;23;101742;23;3;3;8;25;2550561;3009416;2550561709425;V;
101797;TÂNGANU;77039;23;101742;23;3;3;8;25;2550561;3011879;2550561711896;V;
179249;CHIAJNA;0;23;234;3;2;3;8;25;25;;2550579000000;IV;
179258;CHIAJNA;77040;23;179249;22;3;3;8;25;2550579;1002612;2550579302613;IV;
179267;DUDU;77041;23;179249;23;3;3;8;25;2550579;3004371;2550579704377;V;
179276;ROȘU;77042;23;179249;23;3;3;8;25;2550579;3010096;2550579710109;V;
101902;CIOLPANI;0;23;234;3;2;3;8;25;25;;2550621000000;IV;
101911;CIOLPANI;77050;23;101902;22;3;3;8;25;2550621;1002808;2550621302810;IV;
101920;IZVORANI;77051;23;101902;23;3;3;8;25;2550621;3006287;2550621706295;V;
101939;LUPĂRIA;77052;23;101902;23;3;3;8;25;2550621;3006894;2550621706902;V;
101948;PISCU;77053;23;101902;23;3;3;8;25;2550621;3008906;2550621708919;V;
101957;CIOROGÂRLA;0;23;234;3;2;3;8;25;25;;2550625000000;IV;
101966;CIOROGÂRLA;77055;23;101957;22;3;3;8;25;2550625;1002828;2550625302830;IV;
101975;DÂRVARI;77056;23;101957;23;3;3;8;25;2550625;3003894;2550625703896;V;
102035;CLINCENI;0;23;234;3;2;3;8;25;25;;2550652000000;IV;
102044;CLINCENI;77060;23;102035;22;3;3;8;25;2550652;1002962;2550652302964;IV;
102053;OLTENI;77061;23;102035;23;3;3;8;25;2550652;3008264;2550652708271;V;
102062;ORDOREANU;77062;23;102035;23;3;3;8;25;2550652;3008321;2550652708333;V;
179588;COPĂCENI;0;23;234;3;2;3;8;25;25;;2550692000000;;0
102561;COPĂCENI;77006;23;179588;22;3;3;8;25;2550692;3003183;2550692303184;V;
102160;CORBEANCA;0;23;234;3;2;3;8;25;25;;2550694000000;IV;
102179;CORBEANCA;77065;23;102160;22;3;3;8;25;2550694;1003196;2550694303199;IV;
102188;OSTRATU;77066;23;102160;23;3;3;8;25;2550694;3008368;2550694708380;V;
102197;PETREȘTI;77067;23;102160;23;3;3;8;25;2550694;3008778;2550694708790;V;
102204;TAMAȘI;77068;23;102160;23;3;3;8;25;2550694;3011754;2550694711770;V;
102213;CORNETU;0;23;234;3;2;3;8;25;25;;2550712000000;IV;
102222;CORNETU;77070;23;102213;22;3;3;8;25;2550712;1003264;2550712303266;IV;
102231;BUDA;77071;23;102213;23;3;3;8;25;2550712;3001781;2550712701772;V;
102473;DASCĂLU;0;23;234;3;2;3;8;25;25;;2550828000000;IV;
102482;DASCĂLU;77075;23;102473;22;3;3;8;25;2550828;1003808;2550828303812;IV;
102491;CREAȚA;77076;23;102473;23;3;3;8;25;2550828;3003540;2550828703543;V;
102507;GAGU;77077;23;102473;23;3;3;8;25;2550828;3004954;2550828704960;V;
102516;RUNCU;77078;23;102473;23;3;3;8;25;2550828;3010172;2550828710185;V;
102525;DĂRĂȘTI-ILFOV;0;23;234;3;2;3;8;25;25;;2550841000000;IV;
102534;DĂRĂȘTI-ILFOV;77080;23;102525;22;3;3;8;25;2550841;1003849;2550841303854;IV;
179310;DOBROEȘTI;0;23;234;3;2;3;8;25;25;;2550886000000;IV;
179329;DOBROEȘTI;77085;23;179310;22;3;3;8;25;2550886;1004134;2550886304140;IV;
179338;FUNDENI;77086;23;179310;23;3;3;8;25;2550886;3004921;2550886704932;V;
102570;DOMNEȘTI;0;23;234;3;2;3;8;25;25;;2550905000000;IV;
102589;DOMNEȘTI;77090;23;102570;22;3;3;8;25;2550905;1004187;2550905304191;IV;
102598;ȚEGHEȘ;77091;23;102570;23;3;3;8;25;2550905;3012351;2550905712368;V;
102605;DRAGOMIREȘTI-VALE;0;23;234;3;2;3;8;25;25;;2550921000000;IV;
102614;DRAGOMIREȘTI-VALE;77095;23;102605;22;3;3;8;25;2550921;1004250;2550921304256;IV;
102623;DRAGOMIREȘTI-DEAL;77096;23;102605;23;3;3;8;25;2550921;3004249;2550921704255;V;
102632;ZURBAUA;77097;23;102605;23;3;3;8;25;2550921;3013733;2550921713751;V;
103130;GĂNEASA;0;23;234;3;2;3;8;25;25;;2551073000000;IV;
103149;GĂNEASA;77100;23;103130;22;3;3;8;25;2551073;1005034;2551073305040;IV;
103158;COZIENI;77101;23;103130;23;3;3;8;25;2551073;3003472;2551073703475;V;
103167;MOARA DOMNEASCĂ;77102;23;103130;23;3;3;8;25;2551073;3007608;2551073707615;V;
103176;PITEASCA;77103;23;103130;23;3;3;8;25;2551073;3008930;2551073708942;V;
103185;ȘINDRILIȚA;77104;23;103130;23;3;3;8;25;2551073;3011585;2551073711601;V;
179347;GLINA;0;23;234;3;2;3;8;25;25;;2551144000000;IV;
179356;GLINA;77105;23;179347;22;3;3;8;25;2551144;1005332;2551144305339;IV;
179365;CĂȚELU;77106;23;179347;23;3;3;8;25;2551144;3002302;2551144702303;V;
179374;MANOLACHE;77107;23;179347;23;3;3;8;25;2551144;3006993;2551144707002;V;
103443;GRĂDIȘTEA;0;23;234;3;2;3;8;25;25;;2551182000000;IV;
103452;GRĂDIȘTEA;77110;23;103443;22;3;3;8;25;2551182;1005471;2551182305478;IV;
103461;SITARU;77111;23;103443;23;3;3;8;25;2551182;3010967;2551182710983;V;
103513;GRUIU;0;23;234;3;2;3;8;25;25;;2551208000000;IV;
103522;GRUIU;77115;23;103513;22;3;3;8;25;2551208;1005567;2551208305574;IV;
103531;LIPIA;77116;23;103513;23;3;3;8;25;2551208;3006650;2551208706657;V;
103559;SILIȘTEA SNAGOVULUI;77117;23;103513;23;3;3;8;25;2551208;3010922;2551208710938;V;
103540;ȘANȚU FLOREȘTI;77118;23;103513;23;3;3;8;25;2551208;3011472;2551208711489;V;
179383;JILAVA;0;23;234;3;2;3;8;25;25;;2551368000000;IV;
179392;JILAVA;77120;23;179383;22;3;3;8;25;2551368;1006375;2551368306383;IV;
104243;MOARA VLĂSIEI;0;23;234;3;2;3;8;25;25;;2551622000000;IV;
104252;MOARA VLĂSIEI;77130;23;104243;22;3;3;8;25;2551622;1007615;2551622307624;IV;
104261;CĂCIULAȚI;77131;23;104243;23;3;3;8;25;2551622;3002108;2551622702109;V;
179463;MOGOȘOAIA;0;23;234;3;2;3;8;25;25;;2551630000000;IV;
179472;MOGOȘOAIA;77135;23;179463;22;3;3;8;25;2551630;1007649;2551630307658;IV;
104421;NUCI;0;23;234;3;2;3;8;25;25;;2551819000000;IV;
104430;NUCI;77140;23;104421;22;3;3;8;25;2551819;1008094;2551819308106;IV;
104449;BALTA NEAGRĂ;77141;23;104421;23;3;3;8;25;2551819;3000470;2551819700471;V;
104458;MERII PETCHII;77142;23;104421;23;3;3;8;25;2551819;3007366;2551819707375;V;
104467;MICȘUNEȘTII MARI;77144;23;104421;23;3;3;8;25;2551819;3007424;2551819707433;V;
104476;MICȘUNEȘTII-MOARĂ;77143;23;104421;23;3;3;8;25;2551819;3007425;2551819707434;V;
104546;PERIȘ;0;23;234;3;2;3;8;25;25;;2552160000000;IV;
104555;PERIȘ;77150;23;104546;22;3;3;8;25;2552160;1008705;2552160308717;IV;
104564;BĂLTENI;77151;23;104546;23;3;3;8;25;2552160;3000691;2552160700683;V;
104573;BURIAȘ;77152;23;104546;23;3;3;8;25;2552160;3001914;2552160701915;V;
104582;PETRĂCHIOAIA;0;23;234;3;2;3;8;25;25;;2552171000000;IV;
104591;PETRĂCHIOAIA;77155;23;104582;22;3;3;8;25;2552171;1008762;2552171308774;IV;
104608;MĂINEASCA;77156;23;104582;23;3;3;8;25;2552171;3007133;2552171707142;V;
104617;SURLARI;77157;23;104582;23;3;3;8;25;2552171;3011437;2552171711454;V;
104626;VÂNĂTORI;77158;23;104582;23;3;3;8;25;2552171;3013231;2552171713238;V;
105160;SNAGOV;0;23;234;3;2;3;8;25;25;;2552624000000;IV;
105179;SNAGOV;77165;23;105160;22;3;3;8;25;2552624;1011062;2552624311079;IV;
105188;CIOFLINCENI;77166;23;105160;23;3;3;8;25;2552624;3002801;2552624702803;V;
105197;GHERMĂNEȘTI;77170;23;105160;23;3;3;8;25;2552624;3005193;2552624705198;V;
105204;TÂNCĂBEȘTI;77167;23;105160;23;3;3;8;25;2552624;3011878;2552624711895;V;
105213;VLĂDICEASCA;77168;23;105160;23;3;3;8;25;2552624;3013481;2552624713498;V;
105419;ȘTEFĂNEȘTII DE JOS;0;23;234;3;2;3;8;25;25;;2552772000000;IV;
105428;ȘTEFĂNEȘTII DE JOS;77175;23;105419;22;3;3;8;25;2552772;1011686;2552772311703;IV;
105437;CREȚULEASCA;77176;23;105419;23;3;3;8;25;2552772;3003555;2552772703558;V;
105446;ȘTEFĂNEȘTII DE SUS;77177;23;105419;23;3;3;8;25;2552772;3011687;2552772711704;V;
105570;TUNARI;0;23;234;3;2;3;8;25;25;;2552902000000;IV;
105589;TUNARI;77180;23;105570;22;3;3;8;25;2552902;1012273;2552902312289;IV;
105598;DIMIENI;77181;23;105570;23;3;3;8;25;2552902;3004065;2552902704070;V;
105936;VIDRA;0;23;234;3;2;3;8;25;25;;2553081000000;IV;
105945;VIDRA;77185;23;105936;22;3;3;8;25;2553081;1013342;2553081313358;IV;
105954;CREȚEȘTI;77186;23;105936;23;3;3;8;25;2553081;3003550;2553081703552;V;
105963;SINTEȘTI;77187;23;105936;23;3;3;8;25;2553081;3010957;2553081710972;V;
243;JUDEȚUL MARAMUREȘ;0;24;1;40;1;0;6;26;;;2600000000000;;
106318;MUNICIPIUL BAIA MARE;0;24;243;1;2;1;6;26;26;;2611678000000;II;
106327;BAIA MARE;0;24;106318;9;3;1;6;26;2611678;1000424;2611678100425;II;
106336;BLIDARI;430001;24;106318;10;3;1;6;26;2611678;2001160;2611678501157;V;
106345;FIRIZA;430002;24;106318;10;3;1;6;26;2611678;2004758;2611678504763;V;
106354;VALEA NEAGRĂ;430003;24;106318;10;3;1;6;26;2611678;2012882;2611678512896;V;
106559;MUNICIPIUL SIGHETU MARMAȚIEI;0;24;243;4;2;1;6;26;26;;2621749000000;II;
106568;SIGHETU MARMAȚIEI;435500;24;106559;9;3;1;6;26;2621749;1010891;2621749110907;II;
106577;IAPA;435501;24;106559;10;3;1;6;26;2621749;2006017;2621749506025;V;
106586;LAZU BACIULUI;435502;24;106559;10;3;1;6;26;2621749;2006473;2621749506481;V;
106595;ȘUGĂU;435503;24;106559;10;3;1;6;26;2621749;2011713;2621749511730;V;
106602;VALEA CUFUNDOASĂ;435504;24;106559;10;3;1;6;26;2621749;2012724;2621749512740;V;
106611;VALEA HOTARULUI;435505;24;106559;10;3;1;6;26;2621749;2012760;2621749512775;V;
106684;ORAȘ BAIA SPRIE;0;24;243;2;2;1;6;26;26;;2631883000000;III;
106693;BAIA SPRIE;435100;24;106684;17;3;1;6;26;2631883;1000426;2631883200427;III;
106700;CHIUZBAIA;435101;24;106684;18;3;1;6;26;2631883;2002718;2631883602719;V;
106728;SATU NOU DE SUS;435102;24;106684;19;3;1;6;26;2631883;3010358;2631883610371;V;
106719;TĂUȚII DE SUS;435103;24;106684;18;3;1;6;26;2631883;2011869;2631883611886;V;
106746;ORAȘ BORȘA;0;24;243;2;2;1;6;26;26;;2631904000000;III;
106755;BORȘA;435200;24;106746;17;3;1;6;26;2631904;1001404;2631904201404;III;
106764;BĂILE BORȘA;435250;24;106746;18;3;1;6;26;2631904;2000605;2631904600605;V;
106782;ORAȘ CAVNIC;0;24;243;2;2;1;6;26;26;;2631916000000;III;
106791;CAVNIC;435300;24;106782;17;3;1;6;26;2631916;1002098;2631916202099;III;
108017;ORAȘ DRAGOMIREȘTI;0;24;243;2;2;1;6;26;26;;2631940000000;IV;
108026;DRAGOMIREȘTI;437140;24;108017;17;3;1;6;26;2631940;1004247;2631940204252;IV;
108892;ORAȘ SĂLIȘTEA DE SUS;0;24;243;2;2;1;6;26;26;;2632023000000;IV;
108909;SĂLIȘTEA DE SUS;437295;24;108892;17;3;1;6;26;2632023;1010463;2632023210476;IV;
108963;ORAȘ SEINI;0;24;243;2;2;1;6;26;26;;2632031000000;III;
108972;SEINI;435400;24;108963;17;3;1;6;26;2632031;1010837;2632031210851;III;
108981;SĂBIȘA;435401;24;108963;19;3;1;6;26;2632031;3010371;2632031610384;V;
108990;VIILE APEI;435402;24;108963;19;3;1;6;26;2632031;3013356;2632031613373;V;
109176;ORAȘ ȘOMCUTA MARE;0;24;243;2;2;1;6;26;26;;2632042000000;IV;
109185;ȘOMCUȚA MARE;437335;24;109176;17;3;1;6;26;2632042;1011645;2632042211661;IV;
109194;BUCIUMI;437336;24;109176;18;3;1;6;26;2632042;3001736;2632042601736;V;
109201;BUTEASA;437337;24;109176;19;3;1;6;26;2632042;3001956;2632042601957;V;
109210;CIOLT;437338;24;109176;18;3;1;6;26;2632042;3002809;2632042602811;V;
109229;CODRU BUTESII;437339;24;109176;19;3;1;6;26;2632042;3003045;2632042603047;V;
109238;FINTEUȘU MARE;437341;24;109176;19;3;1;6;26;2632042;3004751;2632042604756;V;
109247;HOVRILA;437342;24;109176;18;3;1;6;26;2632042;3005939;2632042605947;V;
109256;VĂLENII ȘOMCUTEI;437343;24;109176;18;3;1;6;26;2632042;3013136;2632042613152;V;
106461;ORAȘ TĂUȚII-MĂGHERĂUȘ;0;24;243;2;2;1;6;26;26;;2632048000000;IV;
106470;TĂUȚII-MĂGHERĂUȘ;437345;24;106461;17;3;1;6;26;2632048;1011870;2632048211887;IV;
106489;BĂIȚA;437346;24;106461;18;3;1;6;26;2632048;3000618;2632048600617;V;
106498;BOZÂNTA MARE;437347;24;106461;19;3;1;6;26;2632048;3001476;2632048601477;V;
106504;BUȘAG;437348;24;106461;18;3;1;6;26;2632048;3001943;2632048601944;V;
106513;MERIȘOR;437349;24;106461;19;3;1;6;26;2632048;3007372;2632048607381;V;
106522;NISTRU;437351;24;106461;18;3;1;6;26;2632048;3008065;2632048608076;V;
106531;ULMOASA;437352;24;106461;19;3;1;6;26;2632048;3012473;2632048612489;V;
106817;ORAȘ TÂRGU LĂPUȘ;0;24;243;2;2;1;6;26;26;;2632052000000;III;
106826;TÂRGU LĂPUȘ;435600;24;106817;17;3;1;6;26;2632052;1011893;2632052211910;III;
106835;BOIERENI;435601;24;106817;19;3;1;6;26;2632052;3001296;2632052601297;V;
106844;BORCUT;435602;24;106817;19;3;1;6;26;2632052;3001359;2632052601360;V;
106853;CUFOAIA;435603;24;106817;19;3;1;6;26;2632052;3003681;2632052603684;V;
106862;DĂMĂCUȘENI;435604;24;106817;19;3;1;6;26;2632052;3003827;2632052603831;V;
106871;DOBRICU LĂPUȘULUI;435605;24;106817;19;3;1;6;26;2632052;3004127;2632052604132;V;
106880;DUMBRAVA;435606;24;106817;19;3;1;6;26;2632052;3004409;2632052604395;V;
106899;FÂNTÂNELE;435607;24;106817;19;3;1;6;26;2632052;3004649;2632052604641;V;
106906;GROAPE;435608;24;106817;19;3;1;6;26;2632052;3005525;2632052605532;V;
106915;INĂU;435609;24;106817;19;3;1;6;26;2632052;3006143;2632052606151;V;
106924;RĂZOARE;435610;24;106817;19;3;1;6;26;2632052;3009836;2632052609849;V;
106933;ROGOZ;435611;24;106817;19;3;1;6;26;2632052;3010011;2632052610024;V;
106942;ROHIA;435612;24;106817;19;3;1;6;26;2632052;3010014;2632052610027;V;
106951;STOICENI;435613;24;106817;19;3;1;6;26;2632052;3011279;2632052611296;V;
109265;ORAȘ ULMENI;0;24;243;2;2;1;6;26;26;;2632063000000;IV;
109274;ULMENI;437355;24;109265;17;3;1;6;26;2632063;1012460;2632063212476;IV;
109283;ARDUZEL;437356;24;109265;19;3;1;6;26;2632063;3000287;2632063600288;V;
