1262,CAMEN CONSTANTIN,17,DJ,JUDEȚUL DOLJ,DOLJ,74923,Întorsura,ÎNTORSURA,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,4,8
1440,GÎLCEAVĂ DUMITRU,20,GJ,JUDEȚUL GORJ,GORJ,82617,Oraș Turceni,TURCENI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,1,4
247,DUMITRU FLORIN,3,AG,JUDEȚUL ARGEȘ,ARGEȘ,19212,Teiu,TEIU,"17,0000000000",ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
1649,LIȚĂ VASILE,23,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,180064,Bărbulești,BĂRBULEȘTI,"78,0000000000",ALIANȚA PENTRU IALOMIȚA,AP IL,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
2303,RADU  LEONAȘ,31,PH,JUDEȚUL PRAHOVA,PRAHOVA,130712,Brazi,BRAZI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,4,9
1650,MIHU CORNEL,23,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,92907,Balaciu,BALACIU,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,3
187,NĂSTASE FLORIAN-LIVIU,3,AG,JUDEȚUL ARGEȘ,ARGEȘ,15233,Căteasca,CĂTEASCA,"17,0000000000",ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
2207,MARINEAȚA TUDOR,30,OT,JUDEȚUL OLT,OLT,130286,Bălteni,BĂLTENI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,3
1668,DINU ALEXANDRU,23,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,93995,Mihail Kogălniceanu,MIHAIL KOGĂLNICEANU,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,1,1
1683,ROȘU NUȚI,23,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,93575,Făcăeni,FĂCĂENI,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,1,1
1648,POPA DANIEL,23,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,101056,Bărcănești,BĂRCĂNEȘTI,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
1671,ZAMFIR MARIAN,23,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,179800,Maia,MAIA,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,4
1678,DINU VALERE,23,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,93646,Giurgeni,GIURGENI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,1,1
1689,CORLĂU LUCIAN,23,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,94795,Vlădeni,VLĂDENI,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,1,1
829,GURLUI MIHAI,12,CL,JUDEȚUL CĂLĂRAȘI,CĂLĂRAȘI,101083,Belciugatele,BELCIUGATELE,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,4
1686,RADU A. ION,23,IL,JUDEȚUL IALOMIȚA,IALOMIȚA,102240,Coșereni,COȘERENI,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
1816,CĂLIN BOGDAN CRISTIAN,25,IF,JUDEȚUL ILFOV,ILFOV,101902,Ciolpani,CIOLPANI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,4
2189,STĂNESCU CONSTANTIN,30,OT,JUDEȚUL OLT,OLT,129898,Vișina,VIȘINA,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,3,7
725,ZAHARIA ION,10,BZ,JUDEȚUL BUZĂU,BUZĂU,50564,Florica,FLORICA,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,2,5
810,ALEXANDRU  CORNELIU,12,CL,JUDEȚUL CĂLĂRAȘI,CĂLĂRAȘI,103764,Ileana,ILEANA,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,1,3
2479,ARDELEAN SIMION,32,SM,JUDEȚUL SATU MARE,SATU MARE,137899,Homoroade,HOMOROADE,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,1,3
