Tip artera,Denumire artera,Numar,Codpostal,Sector,Oficiu distribuire
Aleea,Râmnicu Sărat,nr. 2-T,031909,3,București 19
Strada,Schitului,nr. 1-9,032041,3,București 19
Strada,Schitului,nr. 2-8,032043,3,București 19
Strada,Schitului,nr. 10-14,032044,3,București 19
Aleea,Berevoiești,,032051,3,București 19
Bulevardul,Camil Ressu,nr. 56-58,031759,3,București 19
Strada,"Nedelcu Ion, plt.",nr. 1-7,032011,3,București 19
Aleea,Fizicienilor,nr. 13-T,032112,3,București 19
Aleea,Mostiștea,,032115,3,București 19
Aleea,Eprubetei,,032116,3,București 19
Strada,Ilioara,nr. 5-15,032122,3,București 19
Strada,Ilioara,nr. 17-T,032123,3,București 19
Strada,Ilioara,nr. 4-16,032125,3,București 19
Strada,Ilioara,nr. 18-T,032126,3,București 19
Aleea,Câlnău,,032127,3,București 19
Strada,Paleologu,nr. 9-T,030551,3,București 20
Strada,Paleologu,nr. 12-T,030552,3,București 20
Strada,Mântuleasa,nr. 1-9,030553,3,București 20
Strada,Ștefănescu Teodor,,030591,3,București 20
Strada,Culmea Veche,,030592,3,București 20
Strada,Calotești,,030593,3,București 20
Strada,Zborului,nr. 1-T,030594,3,București 20
Strada,Zborului,nr. 2-T,030595,3,București 20
Strada,Dunărea Albastră,,030596,3,București 20
Strada,Negustori,nr. 1-13,023951,2,București 20
Strada,Negustori,nr. 15-T,023952,2,București 20
Strada,Negustori,nr. 2-14,023953,2,București 20
Strada,Negustori,nr. 16-T,023954,2,București 20
Strada,Paleologu,nr. 1-7,023955,2,București 20
Strada,Paleologu,nr. 2-10,023956,2,București 20
Strada,"Luchian Ștefan, pictor",nr. 1-T,023957,2,București 20
Strada,"Luchian Ștefan, pictor",nr. 2-T,023958,2,București 20
Strada,Stăniloae Părintele,,023959,2,București 20
Strada,Mântuleasa,nr. 11-T,023961,2,București 20
Strada,Mântuleasa,nr. 2-18,030554,3,București 20
Strada,Popa Soare,nr. 1-23,030555,3,București 20
Strada,Popa Soare,nr. 2-14,030556,3,București 20
Intrarea,Pristolului,,030565,3,București 20
Calea,Călărași,nr. 1-53,030611,3,București 20
Calea,Călărași,nr. 55-83,030612,3,București 20
Calea,Călărași,nr. 2-32,030623,3,București 20
Strada,Mântuleasa,nr. 20-T,023962,2,București 20
Intrarea,Mântuleasa,,023963,2,București 20
Strada,"Romano Alexandru, pictor",nr. 1-T,023964,2,București 20
Strada,"Romano Alexandru, pictor",nr. 2-T,023965,2,București 20
Strada,Dimineții,,023966,2,București 20
Strada,Plantelor,nr. 1-29,023971,2,București 20
Strada,Plantelor,nr. 2-26,023974,2,București 20
Strada,Popa Soare,nr. 25-39,023981,2,București 20
Strada,Popa Soare,nr. 16-36,023983,2,București 20
Strada,Romulus,nr. 1-29,023985,2,București 20
Strada,Romulus,nr. 2-26,023986,2,București 20
Strada,Plantelor,nr. 31-53,023972,2,București 20
Strada,Plantelor,nr. 28-58,023975,2,București 20
Strada,Sfântul Ștefan,nr. 1-T,023996,2,București 20
Strada,Sfântul Ștefan,nr. 2-T,023997,2,București 20
Piața,Sfântul Ștefan,,023998,2,București 20
Strada,Argetoaia,,024011,2,București 20
Intrarea,Argeaua,,024012,2,București 20
Piața,"Dabija C. Nicolae, g-ral.",,024013,2,București 20
Strada,Avram Iancu,nr. 1-T,024014,2,București 20
Strada,Avram Iancu,nr. 2-T,024015,2,București 20
Strada,Mihăileanu Ștefan,nr. 1-25,024021,2,București 20
Strada,Mihăileanu Ștefan,nr. 27-T,024022,2,București 20
Strada,Mihăileanu Ștefan,nr. 2-28,024023,2,București 20
Strada,Mihăileanu Ștefan,nr. 30-T,024024,2,București 20
Intrarea,Bobeica,,024025,2,București 20
Intrarea,Securei,,024026,2,București 20
Strada,Plantelor,nr. 55-T,023973,2,București 20
Strada,Plantelor,nr. 60-T,023976,2,București 20
Strada,Mogoș Vornicul,,023977,2,București 20
Strada,Austrului,nr. 1-31,024071,2,București 20
Strada,Austrului,nr. 33-T,024072,2,București 20
Strada,Austrului,nr. 2-30,024073,2,București 20
Strada,Austrului,nr. 32-T,024074,2,București 20
Strada,Popa Nan,nr. 1-37,024075,2,București 20
Strada,Popa Nan,nr. 39-101,024076,2,București 20
Strada,Popa Nan,nr. 2-32,024077,2,București 20
Strada,Popa Nan,nr. 34-98,024078,2,București 20
Intrarea,Popa Nan,,024079,2,București 20
Strada,Timpului,nr. 1-T,024081,2,București 20
Strada,Timpului,nr. 2-T,024082,2,București 20
Strada,Mecet,nr. 1-25,024083,2,București 20
Strada,Mecet,nr. 27-T,024084,2,București 20
Strada,Mecet,nr. 2-22,024085,2,București 20
Strada,Mecet,nr. 24-T,024086,2,București 20
Intrarea,Mecet,,024087,2,București 20
Piața,Traian,,030577,3,București 20
Calea,Călărași,nr. 85-133,030613,3,București 20
Strada,Popa Soare,nr. 41-T,023982,2,București 20
Strada,Popa Soare,nr. 38-T,023984,2,București 20
Strada,"Burghelea, dr.",nr. 1-T,024031,2,București 20
Strada,"Burghelea, dr.",nr. 2-T,024032,2,București 20
Strada,"Georgescu Mihail, dr.",nr. 1-T,024033,2,București 20
Strada,"Georgescu Mihail, dr.",nr. 2-T,024034,2,București 20
Strada,Zefirului,nr. 1-T,024035,2,București 20
Strada,Zefirului,nr. 2-T,024036,2,București 20
Strada,"Kirițescu Constantin, publicist",nr. 1-T,024037,2,București 20
Strada,"Kirițescu Constantin, publicist",nr. 2-T,024038,2,București 20
Strada,Traian,nr. 101-141,024041,2,București 20
Strada,Traian,nr. 143-165,024042,2,București 20
Strada,Traian,nr. 130-160,024044,2,București 20
Strada,Traian,nr. 162-200,024045,2,București 20
Intrarea,Arpaș,,024047,2,București 20
Bulevardul,Carol I,nr. 65-75,020917,2,București 20
Bulevardul,Carol I,nr. 77-T,020918,2,București 20
Bulevardul,Carol I,nr. 66-T,020926,2,București 20
Piața,Protopopescu Pache,nr. 1-T,021401,2,București 20
Piața,Protopopescu Pache,nr. 2-T,021402,2,București 20
Bulevardul,Protopopescu Pache,nr. 1-17,021403,2,București 20
Bulevardul,Protopopescu Pache,nr. 19-23,021404,2,București 20
Bulevardul,Protopopescu Pache,nr. 25-33,021405,2,București 20
Bulevardul,Protopopescu Pache,nr. 2-20,021412,2,București 20
Bulevardul,Protopopescu Pache,nr. 22-48,021413,2,București 20
Strada,Racoviță Dimitrie,nr. 1-25,023991,2,București 20
Strada,Racoviță Dimitrie,nr. 27-T,023992,2,București 20
Strada,Racoviță Dimitrie,nr. 2-18,023993,2,București 20
Strada,Racoviță Dimitrie,nr. 20-T,023994,2,București 20
Strada,Lunei,,023995,2,București 20
Bulevardul,Ferdinand I,nr. 1-33,021381,2,București 20
Bulevardul,Ferdinand I,nr. 2-30,021391,2,București 20
Strada,Traian,nr. 167-T,024043,2,București 20
Strada,Traian,nr. 202-T,024046,2,București 20
Strada,Iancu Cavaler de Flondor,,024051,2,București 20
Piața,Foișorul de Foc,,024052,2,București 20
Strada,Onciu Dimitrie,nr. 1-T,024053,2,București 20
Strada,Onciu Dimitrie,nr. 2-T,024054,2,București 20
Intrarea,Margareta,,024055,2,București 20
Strada,Olari,nr. 1-T,024056,2,București 20
Strada,Olari,nr. 2-T,024057,2,București 20
Strada,"Ipătescu Grigore, g-ral.",,024058,2,București 20
Intrarea,"Ipătescu Grigore, g-ral.",,024059,2,București 20
Strada,Zece Mese,nr. 1-T,024061,2,București 20
Strada,Zece Mese,nr. 2-T,024062,2,București 20
Strada,Rumeoara,nr. 1-T,024063,2,București 20
Strada,Rumeoara,nr. 2-T,024064,2,București 20
Strada,Energiei,nr. 1-T,024065,2,București 20
Strada,Energiei,nr. 2-T,024066,2,București 20
Strada,Țepeș Vodă,nr. 1-41,021521,2,București 20
Strada,Țepeș Vodă,nr. 43-81,021522,2,București 20
Strada,Țepeș Vodă,nr. 2-60,021525,2,București 20
Strada,Țepeș Vodă,nr. 62-108,021526,2,București 20
Strada,Vișinilor,nr. 1-T,024091,2,București 20
Strada,Vișinilor,nr. 2-T,024092,2,București 20
Intrarea,Vișinilor,,024093,2,București 20
Strada,Budila,nr. 1-T,024094,2,București 20
Strada,Budila,nr. 2-T,024095,2,București 20
Strada,"Costa-Foru Gheorghe, prof.",nr. 1-T,024096,2,București 20
Strada,"Costa-Foru Gheorghe, prof.",nr. 2-T,024097,2,București 20
Intrarea,"Costa-Foru Gheorghe, prof.",,024098,2,București 20
Strada,Delea Veche,nr. 1-T,024101,2,București 20
Strada,Delea Veche,nr. 2-T,024102,2,București 20
Strada,Cireșului,nr. 1-T,024103,2,București 20
Strada,Cireșului,nr. 2-T,024104,2,București 20
Strada,Rondă,nr. 1-T,024105,2,București 20
Strada,Rondă,nr. 2-T,024106,2,București 20
Intrarea,Rondă,,024107,2,București 20
Calea,Călărași,nr. 135-165,030614,3,București 20
Calea,Călărași,nr. 167-173,030615,3,București 20
Calea,Călărași,nr. 175-177,030616,3,București 20
Calea,Călărași,nr. 179-189,030617,3,București 20
Calea,Călărași,nr. 191-249,030618,3,București 20
Calea,Călărași,nr. 251-305,030619,3,București 20
Calea,Călărași,nr. 128-166,030628,3,București 20
Calea,Călărași,nr. 168-174,030629,3,București 20
Calea,Călărași,nr. 176-182,030631,3,București 20
Calea,Călărași,nr. 184-236,030632,3,București 20
Strada,Hagiului,nr. 11-T,030641,3,București 20
Strada,Hagiului,nr. 8-T,030642,3,București 20
Intrarea,Platon,,030645,3,București 20
Strada,Medeleni,,030646,3,București 20
Intrarea,Patrulei,,030647,3,București 20
Intrarea,Ștafetei,,030713,3,București 20
Strada,Hagiului,nr. 1-9,024048,2,București 20
Strada,Hagiului,nr. 2-6,024049,2,București 20
Strada,Traian,nr. 41-99,030573,3,București 20
Strada,Traian,nr. 56-128,030576,3,București 20
Strada,Basarab Matei,nr. 61-81,030672,3,București 20
Strada,Basarab Matei,nr. 60-92,030675,3,București 20
Strada,Labirint,nr. 61-113,030702,3,București 20
Strada,Labirint,nr. 52-100,030706,3,București 20
Strada,"Moga Alexandru, slt.",,030709,3,București 20
Strada,Braniște Valeriu,nr. 1-23,030714,3,București 20
Strada,Braniște Valeriu,nr. 25-T,030715,3,București 20
Strada,Braniște Valeriu,nr. 2-52,030716,3,București 20
Strada,Braniște Valeriu,nr. 54-56,030717,3,București 20
Strada,Braniște Valeriu,nr. 58-T,030718,3,București 20
Strada,Puțul cu Roată,,030719,3,București 20
Strada,Popa Nan,nr. 103-119,030581,3,București 20
Strada,Popa Nan,nr. 100-118,030583,3,București 20
Strada,Basarab Matei,nr. 83-T,030673,3,București 20
Strada,Basarab Matei,nr. 94-96,030676,3,București 20
Strada,Basarab Matei,nr. 98-100,030677,3,București 20
Strada,Basarab Matei,nr. 102-104,030678,3,București 20
Strada,Basarab Matei,nr. 106-T,030679,3,București 20
Strada,Trifoi,,030698,3,București 20
Strada,Labirint,nr. 115-181,030703,3,București 20
Strada,Labirint,nr. 183-T,030704,3,București 20
Strada,Labirint,nr. 102-140,030707,3,București 20
Strada,Labirint,nr. 142-T,030708,3,București 20
Strada,"Ganovici Dumitru, lt.",nr. 1-T,030711,3,București 20
Strada,"Ganovici Dumitru, lt.",nr. 2-T,030712,3,București 20
Strada,Romulus,nr. 31-57,030561,3,București 20
Strada,Romulus,nr. 28-52,030563,3,București 20
Calea,Călărași,nr. 50-68,030626,3,București 20
Calea,Călărași,nr. 70-126,030627,3,București 20
Strada,"Valaori Iuliu, prof.",nr. 1-T,030681,3,București 20
Strada,"Valaori Iuliu, prof.",nr. 2-T,030682,3,București 20
Intrarea,"Valaori Iuliu, prof.",,030683,3,București 20
Strada,Remus,nr. 1-T,030684,3,București 20
Strada,Remus,nr. 2-T,030685,3,București 20
Strada,Fetițelor,nr. 1-T,030686,3,București 20
Strada,Fetițelor,nr. 2-T,030687,3,București 20
Strada,"Constantinescu Mitriță, prof.",nr. 1-T,030688,3,București 20
Strada,"Constantinescu Mitriță, prof.",nr. 2-T,030689,3,București 20
Strada,"Lucaciu Vasile, preot",nr. 1-35,030691,3,București 20
Strada,"Lucaciu Vasile, preot",nr. 37-75,030692,3,București 20
Strada,"Lucaciu Vasile, preot",nr. 77-T,030693,3,București 20
Strada,"Lucaciu Vasile, preot",nr. 2-40,030694,3,București 20
Strada,"Lucaciu Vasile, preot",nr. 42-78,030695,3,București 20
Strada,"Lucaciu Vasile, preot",nr. 80-T,030696,3,București 20
Intrarea,"Lucaciu Vasile, preot",,030697,3,București 20
Bulevardul,Coposu Corneliu,nr. 1-3,030601,3,București 20
Bulevardul,Coposu Corneliu,nr. 5-31,030602,3,București 20
Bulevardul,Coposu Corneliu,nr. 33-41,030603,3,București 20
Bulevardul,Coposu Corneliu,nr. 43-T,030604,3,București 20
Bulevardul,Coposu Corneliu,nr. 2-4,030605,3,București 20
Bulevardul,Coposu Corneliu,nr. 6-26,030606,3,București 20
Bulevardul,Coposu Corneliu,nr. 28-T,030607,3,București 20
Piața,Coposu Corneliu,,030608,3,București 20
Calea,Călărași,nr. 34-40,030624,3,București 20
Calea,Călărași,nr. 42-48,030625,3,București 20
Strada,Columbelor,,030651,3,București 20
Strada,"Ionescu-Gion Gh., prof.",nr. 1-T,030652,3,București 20
Strada,"Ionescu-Gion Gh., prof.",nr. 2-T,030653,3,București 20
Piața,Treboniu August Laurian,,030654,3,București 20
Strada,Logofătul Udriște,nr. 1-T,030655,3,București 20
Strada,Logofătul Udriște,nr. 2-T,030656,3,București 20
Strada,"Sihleanu Alexandru Zamfir, poet",,030657,3,București 20
Strada,Demarat Zossima,,030658,3,București 20
Bulevardul,Mircea Vodă,nr. 1-9,030661,3,București 20
Bulevardul,Mircea Vodă,nr. 2-18,030666,3,București 20
Strada,Basarab Matei,nr. 1-59,030671,3,București 20
Strada,Basarab Matei,nr. 2-58,030674,3,București 20
Strada,Rebreanu Liviu,nr. 6-8,031784,3,București 57
Strada,Pădurea Craiului,,032718,3,București 57
Aleea,Pădurea Craiului,,032719,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 16-20,030453,3,București 57
Strada,Lunca Bradului,nr. 1-T,032712,3,București 57
Strada,Lunca Bradului,nr. 2-4,032713,3,București 57
Strada,Lunca Bradului,nr. 6-T,032714,3,București 57
Aleea,Lunca Bradului,nr. 1-T,032715,3,București 57
Aleea,Lunca Bradului,nr. 2-T,032716,3,București 57
Aleea,Lunca Moldovei,,032717,3,București 57
Strada,Rotundă,nr. 2-T,032703,3,București 57
Aleea,Rotundă,nr. 1-T,032704,3,București 57
Aleea,Lunca Mureșului,,032711,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 22-32,030454,3,București 57
Strada,Rotundă,nr. 1-11,032701,3,București 57
Strada,Rotundă,nr. 13-T,032702,3,București 57
Aleea,Rotundă,nr. 2-6,032705,3,București 57
Aleea,Rotundă,nr. 8-T,032706,3,București 57
Aleea,Stănilă,nr. 1-T,032707,3,București 57
Aleea,Stănilă,nr. 2-4,032708,3,București 57
Aleea,Stănilă,nr. 6-T,032709,3,București 57
Strada,"Brâncuși Constantin, sculptor",nr. 2-4,030427,3,București 57
Strada,"Brâncuși Constantin, sculptor",nr. 6-T,030428,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 21-23,030435,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 25-27,030436,3,București 57
Aleea,Barajul Lotru,nr. 1-7,032745,3,București 57
Aleea,Barajul Lotru,nr. 9-T,032746,3,București 57
Aleea,Barajul Cucuteni,nr. 1-T,032751,3,București 57
Aleea,Barajul Cucuteni,nr. 2-4,032752,3,București 57
Aleea,Barajul Cucuteni,nr. 6-T,032753,3,București 57
Aleea,Barajul Sadului,nr. 1-5,032741,3,București 57
Aleea,Barajul Sadului,nr. 7-T,032742,3,București 57
Aleea,Barajul Lotru,nr. 2-4,032747,3,București 57
Aleea,Barajul Lotru,nr. 6-8,032748,3,București 57
Aleea,Barajul Lotru,nr. 10-T,032749,3,București 57
Strada,Prisaca Dornei,nr. 9-T,032722,3,București 57
Strada,Prisaca Dornei,nr. 16-T,032725,3,București 57
Strada,Burdujeni,nr. 7-T,032727,3,București 57
Strada,Burdujeni,nr. 6-T,032729,3,București 57
Strada,Cozla,nr. 1-T,032732,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 33-35,030441,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 37-41,030442,3,București 57
Strada,Burdujeni,nr. 1-5,032726,3,București 57
Strada,Burdujeni,nr. 2-4,032728,3,București 57
Aleea,Zăvideni,,032731,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 43-45,030443,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 47-49,030444,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 51-53,030445,3,București 57
Aleea,Postăvarul,nr. 1-3,032426,3,București 57
Aleea,Postăvarul,nr. 5-T,032427,3,București 57
Aleea,Postăvarul,nr. 2-4,032428,3,București 57
Aleea,Postăvarul,nr. 6-T,032429,3,București 57
Strada,Postăvarul,nr. 1-5,032421,3,București 57
Strada,Postăvarul,nr. 7-15,032422,3,București 57
Strada,Postăvarul,nr. 2-20,032424,3,București 57
Strada,Prisaca Dornei,nr. 1-7,032721,3,București 57
Strada,Prisaca Dornei,nr. 2-4,032723,3,București 57
Strada,Prisaca Dornei,nr. 6-14,032724,3,București 57
Strada,Rebreanu Liviu,nr. 10,031785,3,București 57
Strada,Rebreanu Liviu,nr. 12,031786,3,București 57
Strada,Rebreanu Liviu,nr. 14,031787,3,București 57
Strada,Rebreanu Liviu,nr. 16,031788,3,București 57
Strada,Rebreanu Liviu,nr. 18,031789,3,București 57
Strada,Rebreanu Liviu,nr. 20,031791,3,București 57
Strada,Rebreanu Liviu,nr. 22-30,031792,3,București 57
Strada,Cozla,nr. 2-6,032733,3,București 57
Strada,Cozla,nr. 8,032734,3,București 57
Strada,Cozla,nr. 10-T,032735,3,București 57
Aleea,Adjud,,032736,3,București 57
Aleea,Agârbiceanu Ion,,032737,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 29,030437,3,București 57
Bulevardul,"Grigorescu Nicolae, pictor",nr. 31,030438,3,București 57
Strada,Rebreanu Liviu,nr. 13,031774,3,București 57
Strada,Rebreanu Liviu,nr. 15-19,031775,3,București 57
Strada,Rebreanu Liviu,nr. 21-23,031776,3,București 57
Strada,Rebreanu Liviu,nr. 25-27,031777,3,București 57
Bulevardul,1 Decembrie 1918,nr. 1-5,032451,3,București 60
Bulevardul,1 Decembrie 1918,nr. 6-18,032462,3,București 60
Strada,Rampei,,032787,3,București 60
Aleea,Barajul Bicaz,nr. 11-T,032792,3,București 60
Strada,Pătrășcanu Lucrețiu,nr. 2-12,030507,3,București 60
Strada,Pătrășcanu Lucrețiu,nr. 14-T,030508,3,București 60
Bulevardul,1 Decembrie 1918,nr. 2-4,032461,3,București 60
Aleea,Goldiș Vasile,nr. 1-T,032781,3,București 60
Aleea,Goldiș Vasile,nr. 2-4,032782,3,București 60
Aleea,Goldiș Vasile,nr. 6-T,032783,3,București 60
Aleea,Textiliștilor,nr. 1-3,032801,3,București 60
Aleea,Textiliștilor,nr. 5-T,032802,3,București 60
Aleea,Textiliștilor,nr. 2-T,032803,3,București 60
Aleea,Barajul Sadului,nr. 4-T,032744,3,București 60
Aleea,Barajul Bicaz,nr. 2-T,032793,3,București 60
Aleea,Barajul Uzului,nr. 1-5,032794,3,București 60
Aleea,Barajul Uzului,nr. 7-T,032795,3,București 60
Aleea,Barajul Uzului,nr. 2-T,032796,3,București 60
Aleea,Barajul Bicaz,nr. 1-9,032791,3,București 60
Aleea,Barajul Iezeru,nr. 1-T,032797,3,București 60
Aleea,Barajul Iezeru,nr. 2-4,032798,3,București 60
Aleea,Barajul Iezeru,nr. 6-T,032799,3,București 60
Aleea,Barajul Sadului,nr. 2,032743,3,București 60
Aleea,Barajul Dunării,nr. 1-5,032754,3,București 60
Aleea,Barajul Dunării,nr. 7-T,032755,3,București 60
Aleea,Barajul Dunării,nr. 2,032756,3,București 60
Aleea,Barajul Dunării,nr. 4-8,032757,3,București 60
Aleea,Barajul Dunării,nr. 10-T,032758,3,București 60
Bulevardul,1 Decembrie 1918,nr. 30-34,032465,3,București 60
Aleea,Barajul Bistriței,nr. 1-7,032764,3,București 60
Aleea,Pleșești,nr. 1-T,032784,3,București 60
Aleea,Pleșești,nr. 2-4,032785,3,București 60
Aleea,Pleșești,nr. 6-T,032786,3,București 60
Aleea,Solidarității,nr. 1,032761,3,București 60
Aleea,Solidarității,nr. 3-T,032762,3,București 60
Aleea,Barajul Bistriței,nr. 9-T,032765,3,București 60
Aleea,Barajul Bistriței,nr. 6,032767,3,București 60
Aleea,Barajul Bistriței,nr. 8-12,032768,3,București 60
Aleea,Barajul Bistriței,nr. 14-T,032769,3,București 60
Strada,Băbeni,,032772,3,București 60
Strada,Spiești,,032773,3,București 60
Strada,Sintești,,032774,3,București 60
Strada,Stoenești,,032813,3,București 60
Strada,Rebreanu Liviu,nr. 29,031778,3,București 60
Strada,Rebreanu Liviu,nr. 31-33,031779,3,București 60
Strada,Rebreanu Liviu,nr. 35-37,031781,3,București 60
Aleea,Solidarității,nr. 2-T,032763,3,București 60
Aleea,Barajul Bistriței,nr. 2-4,032766,3,București 60
Strada,Sălcioarei,,032771,3,București 60
Strada,Budești,,032811,3,București 60
Strada,Sâmburești,,032812,3,București 60
Strada,Uzinelor,,032814,3,București 60
Bulevardul,1 Decembrie 1918,nr. 20-22,032463,3,București 60
Bulevardul,1 Decembrie 1918,nr. 24-28,032464,3,București 60
Aleea,Barajul Rovinari,nr. 1-5,032775,3,București 60
Aleea,Barajul Rovinari,nr. 7-T,032776,3,București 60
Aleea,Barajul Rovinari,nr. 2-6,032777,3,București 60
Aleea,Barajul Rovinari,nr. 8-T,032778,3,București 60
Strada,Industriilor,nr. 1-19,032891,3,București 70
Șoseaua,Gara Cățelu,nr. 2-28,032992,3,București 70
Strada,Magnetului,nr. 1-15,033065,3,București 70
Strada,Magnetului,nr. 17-T,033066,3,București 70
Strada,Magnetului,nr. 2-48,033067,3,București 70
Strada,Magnetului,nr. 50-T,033068,3,București 70
Strada,Hășmaș,,033071,3,București 70
Strada,Irisului,,033072,3,București 70
Strada,Răcătău,,033073,3,București 70
Strada,Cicoarei,,033074,3,București 70
Strada,Tufănica,,033075,3,București 70
Strada,Măgura Mare,,033076,3,București 70
Strada,Pietroșelului,,033077,3,București 70
Strada,Deltei,,033078,3,București 70
Strada,Meiului,,033079,3,București 70
Șoseaua,Dudești-Pantelimon,nr. 1-45,033091,3,București 70
Șoseaua,Dudești-Pantelimon,nr. 47-T,033092,3,București 70
Șoseaua,Dudești-Pantelimon,nr. 2-30,033093,3,București 70
Șoseaua,Dudești-Pantelimon,nr. 32-T,033094,3,București 70
Strada,Roșu Nicolae,nr. 1,033101,3,București 70
Strada,Roșu Nicolae,nr. 2-8,033104,3,București 70
Intrarea,Chimiei,,033107,3,București 70
Strada,Industriilor,nr. 21-27,032892,3,București 70
Șoseaua,Gara Cățelu,nr. 30-58,032993,3,București 70
Strada,Moș Ion Roată,,033051,3,București 70
Strada,Chezășiei,,033052,3,București 70
Strada,Economiei,,033053,3,București 70
Strada,Darabani,,033054,3,București 70
Strada,Chilioara,,033055,3,București 70
Strada,Păunești,,033056,3,București 70
Strada,Cazangiilor,nr. 1-49,033061,3,București 70
Strada,Cazangiilor,nr. 51-T,033062,3,București 70
Strada,Cazangiilor,nr. 2-54,033063,3,București 70
Strada,Cazangiilor,nr. 56-T,033064,3,București 70
Strada,Lucieni,,033081,3,București 70
Strada,Lăzăreni,,033082,3,București 70
Strada,Cromului,,033083,3,București 70
Strada,Sebeș,,033084,3,București 70
Strada,Răsvani,,033085,3,București 70
Strada,Lupșanu,,033086,3,București 70
Strada,Roșu Nicolae,nr. 3-27,033102,3,București 70
Strada,Roșu Nicolae,nr. 10-22,033105,3,București 70
Strada,Industriilor,nr. 29-53,032893,3,București 70
Șoseaua,Gara Cățelu,nr. 60-94,032994,3,București 70
Strada,Eretelui,nr. 1-31,033021,3,București 70
Strada,Eretelui,nr. 33-T,033022,3,București 70
Strada,Eretelui,nr. 2-20,033023,3,București 70
Strada,Eretelui,nr. 22-T,033024,3,București 70
Strada,Doja Gheorghe,nr. 1-35,033025,3,București 70
Strada,Doja Gheorghe,nr. 37-T,033026,3,București 70
Strada,Doja Gheorghe,nr. 2-40,033027,3,București 70
Strada,Doja Gheorghe,nr. 42-T,033028,3,București 70
Strada,Mureșeni,,033029,3,București 70
Strada,Gologanului,nr. 1-35,033031,3,București 70
Strada,Gologanului,nr. 37-T,033032,3,București 70
Strada,Gologanului,nr. 2-30,033033,3,București 70
Strada,Gologanului,nr. 32-T,033034,3,București 70
Strada,Pupitrului,nr. 1-41,033035,3,București 70
Strada,Pupitrului,nr. 43-T,033036,3,București 70
Strada,Pupitrului,nr. 2-40,033037,3,București 70
Strada,Pupitrului,nr. 42-T,033038,3,București 70
Strada,19 Noiembrie,nr. 1-35,033041,3,București 70
Strada,19 Noiembrie,nr. 37-T,033042,3,București 70
Strada,19 Noiembrie,nr. 2-40,033043,3,București 70
Strada,19 Noiembrie,nr. 42-T,033044,3,București 70
Strada,Tarnița,,033045,3,București 70
Strada,Cugir,,033046,3,București 70
Strada,Șoimari,,033047,3,București 70
Strada,Valea Mieilor,,033048,3,București 70
Strada,Idealului,,033049,3,București 70
Strada,Roșu Nicolae,nr. 29-T,033103,3,București 70
Strada,Roșu Nicolae,nr. 24-T,033106,3,București 70
Strada,"Ghețu Anghel, sold.",nr. 1-T,032544,3,București 70
Strada,"Ghețu Anghel, sold.",nr. 2-8,032545,3,București 70
Strada,Zarzărilor,,032851,3,București 70
Strada,Prigoriilor,,032852,3,București 70
Strada,"Drăgan Constantin, sold.",nr. 1-45,032853,3,București 70
Strada,"Drăgan Constantin, sold.",nr. 47-T,032854,3,București 70
Strada,"Drăgan Constantin, sold.",nr. 2-40,032855,3,București 70
Strada,"Drăgan Constantin, sold.",nr. 42-T,032856,3,București 70
Strada,Confederației,nr. 1-51,032861,3,București 70
Strada,Confederației,nr. 53-T,032862,3,București 70
Strada,Confederației,nr. 2-40,032863,3,București 70
Strada,Confederației,nr. 42-T,032864,3,București 70
Strada,Lacul Greaca,nr. 1-55,032865,3,București 70
Strada,Lacul Greaca,nr. 57-T,032866,3,București 70
Strada,Lacul Greaca,nr. 2-60,032867,3,București 70
Strada,Lacul Greaca,nr. 62-T,032868,3,București 70
Strada,Trandafirul Roșu,nr. 1-55,032871,3,București 70
Strada,Trandafirul Roșu,nr. 57-T,032872,3,București 70
Strada,Trandafirul Roșu,nr. 2-60,032873,3,București 70
Strada,Trandafirul Roșu,nr. 62-T,032874,3,București 70
Strada,Grindeiului,,032875,3,București 70
Strada,Cristeiului,,032876,3,București 70
Strada,"Minciu Cristache, sold.",,032877,3,București 70
Strada,Vâlsănești,nr. 2-14,032883,3,București 70
Strada,Industriilor,nr. 2-22,032895,3,București 70
Strada,Vâlsănești,nr. 5-T,032882,3,București 70
Strada,Vâlsănești,nr. 42-T,032886,3,București 70
Strada,Industriilor,nr. 48-52,032899,3,București 70
Strada,Industriilor,nr. 54-T,032901,3,București 70
Strada,Cătănoaia,,032903,3,București 70
Strada,Bumbăcari,,032904,3,București 70
Strada,Zimnicea,,032905,3,București 70
Strada,Mileanca,,032953,3,București 70
Strada,"Neagu Andrei, sold.",,032954,3,București 70
Strada,"Pârjolescu Ion, sold.",,032955,3,București 70
Strada,Voioșiei,,032965,3,București 70
Strada,"Tina Radu, sold.",,032966,3,București 70
Strada,Târnoveanu Mihail,,032967,3,București 70
Strada,Burluși,,032968,3,București 70
