"Judet","Localitate","Tip artera","Denumire artera","Numar/Bloc","Codpostal"
"Maramureș","Baia Mare","Strada","Prundului","","430415"
"Maramureș","Baia Mare","Strada","Valea Tinei","","430415"
"Maramureș","Baia Mare","Strada","Barajului","nr. 1-79","430421"
"Maramureș","Baia Mare","Strada","Bodi","","430422"
"Maramureș","Baia Mare","Strada","Drumul Nou","","430422"
"Maramureș","Baia Mare","Strada","Podinei","","430422"
"Maramureș","Baia Mare","Strada","Poiana","","430422"
"Maramureș","Baia Mare","Strada","Zefirului","","430422"
"Maramureș","Baia Mare","Strada","Arțarului","","430423"
"Maramureș","Baia Mare","Strada","Avântului","","430423"
"Maramureș","Baia Mare","Strada","Caișilor","","430423"
"Maramureș","Baia Mare","Strada","Doinei","","430423"
"Maramureș","Baia Mare","Strada","Ferigii","","430423"
"Maramureș","Baia Mare","Strada","Ignișului","","430423"
"Maramureș","Baia Mare","Strada","Poștașului","","430423"
"Maramureș","Baia Mare","Strada","Tăuri","","430423"
"Maramureș","Baia Mare","Strada","Teiului","","430423"
"Maramureș","Baia Mare","Strada","Valea Stejarului","","430423"
"Maramureș","Baia Mare","Strada","Aman Theodor","","430424"
"Maramureș","Baia Mare","Strada","Colonia Topitorilor","","430424"
"Maramureș","Baia Mare","Strada","Uzinei","","430425"
"Maramureș","Baia Mare","Strada","Barajului","nr. 95-T; 130-T","430431"
"Maramureș","Baia Mare","Strada","Afinei","","430432"
"Maramureș","Baia Mare","Strada","Haiducilor","","430432"
"Maramureș","Baia Mare","Strada","Hija","","430432"
"Maramureș","Baia Mare","Strada","Câmpul lui Traian","","430433"
"Maramureș","Baia Mare","Strada","Dorului","","430433"
"Maramureș","Baia Mare","Strada","Ecoului","","430433"
"Maramureș","Baia Mare","Strada","Glodișor","","430433"
"Maramureș","Baia Mare","Strada","Limpedea","","430433"
"Maramureș","Baia Mare","Strada","Limpedea-Groape","","430433"
"Maramureș","Baia Mare","Strada","Pădurarilor","","430433"
"Maramureș","Baia Mare","Strada","Râului","","430433"
"Maramureș","Baia Mare","Strada","Tăul Roșu","","430433"
"Maramureș","Baia Mare","Strada","Baladei","","430434"
"Maramureș","Baia Mare","Strada","Imașului","","430434"
"Maramureș","Baia Mare","Strada","Lunci","","430434"
"Maramureș","Baia Mare","Strada","Păstrăvului","","430434"
"Maramureș","Baia Mare","Aleea","Carierei","","430435"
"Maramureș","Baia Mare","Strada","Azaleelor","","430066"
"Maramureș","Baia Mare","Strada","Berăriei","","430066"
"Maramureș","Baia Mare","Strada","Brândușelor","","430066"
"Maramureș","Baia Mare","Strada","Cameliei","","430066"
"Maramureș","Baia Mare","Strada","Corcodușului","","430066"
"Maramureș","Baia Mare","Strada","Cristian","","430066"
"Maramureș","Baia Mare","Strada","Daliei","","430066"
"Maramureș","Baia Mare","Strada","Freziei","","430066"
"Maramureș","Baia Mare","Strada","Iederei","","430066"
"Maramureș","Baia Mare","Strada","Lămâiței","","430066"
"Maramureș","Baia Mare","Strada","Liliacului","","430066"
"Maramureș","Baia Mare","Strada","Măcieșului","","430066"
"Maramureș","Baia Mare","Strada","Mimozei","","430066"
"Maramureș","Baia Mare","Strada","Mușcatelor","","430066"
"Maramureș","Baia Mare","Strada","Păpădiei","","430066"
"Maramureș","Baia Mare","Strada","Prunului","","430066"
"Maramureș","Baia Mare","Strada","Salciei","","430066"
"Maramureș","Baia Mare","Strada","Sânzienelor","","430066"
"Maramureș","Baia Mare","Aleea","Toamnei","","430066"
"Maramureș","Baia Mare","Strada","Ulmului","","430066"
"Maramureș","Baia Mare","Strada","Zmeurei","","430066"
"Maramureș","Baia Mare","Strada","Dura","","430067"
"Maramureș","Baia Mare","Strada","Crizantemelor","","430067"
"Maramureș","Baia Mare","Strada","Lalelei","","430067"
"Maramureș","Baia Mare","Strada","Margaretei","","430067"
"Maramureș","Baia Mare","Strada","Orhideei","","430067"
"Maramureș","Baia Mare","Strada","Panseluței","","430067"
"Maramureș","Baia Mare","Strada","Racoviță Emil","","430067"
"Maramureș","Baia Mare","Bulevardul","Independenței","nr. 1-T; 34-T","430069"
"Maramureș","Baia Mare","Strada","Victoriei","nr. 94-146","430076"
"Maramureș","Baia Mare","Strada","Victoriei","nr. 79-115","430076"
"Maramureș","Baia Mare","Strada","Victoriei","nr. 148-166","430077"
"Maramureș","Baia Mare","Strada","Coșbuc George","nr. 31-T","430031"
"Maramureș","Baia Mare","Strada","Coșbuc George","nr. 36-T","430032"
"Maramureș","Baia Mare","Bulevardul","Republicii","nr. 1-7; 10, 10A","430221"
"Maramureș","Baia Mare","Strada","Coșbuc George","nr. 21-29; 22-34","430222"
"Maramureș","Baia Mare","Splaiul","Republicii","nr. 2-8 ","430225"
"Maramureș","Baia Mare","Strada","Coșbuc George","nr. 9-19","430244"
"Maramureș","Baia Mare","Strada","Coșbuc George","nr. 14-20","430245"
"Maramureș","Baia Mare","Bulevardul","Unirii","nr. 15, 17; 16-28","430232"
"Maramureș","Baia Mare","Bulevardul","Unirii","nr. 5-13","430271"
"Maramureș","Baia Mare","Bulevardul","Unirii","nr. 8-14A; 14B","430272"
"Maramureș","Baia Mare","Strada","Delavrancea Barbu Ștefănescu","","430292"
"Maramureș","Baia Mare","Strada","Rozelor","","430293"
"Maramureș","Baia Mare","Strada","Progresului","nr. 43-T; 36-T","430295"
"Maramureș","Baia Mare","Strada","Școlii","","430295"
"Maramureș","Baia Mare","Strada","Electrolizei","nr. 1-3; 2-4","430338"
"Maramureș","Baia Mare","Strada","Eliberării","nr. 2-26","430339"
"Maramureș","Baia Mare","Strada","Sudului (2)","","430339"
"Maramureș","Baia Mare","Strada","Lucaciu Vasile","nr. 57-T; 58-T","430401"
"Maramureș","Baia Mare","Strada","Postfunduș","","430402"
"Maramureș","Baia Mare","Strada","13 Septembrie","","430403"
"Maramureș","Baia Mare","Strada","Bujorului","","430403"
"Maramureș","Baia Mare","Strada","Cărăușilor","","430403"
"Maramureș","Baia Mare","Strada","Mioriței","","430403"
"Maramureș","Baia Mare","Strada","Zorilor","","430403"
"Maramureș","Baia Mare","Strada","Bazaltului","","430014"
"Maramureș","Baia Mare","Strada","Mărgeanului","","430014"
"Maramureș","Baia Mare","Strada","Motorului","nr. 2-T","430014"
"Maramureș","Baia Mare","Strada","Depozitelor","","430015"
"Maramureș","Baia Mare","Strada","Fabricii","","430015"
"Maramureș","Baia Mare","Strada","Islazului","","430015"
"Maramureș","Baia Mare","Strada","Speranței","","430015"
"Maramureș","Baia Mare","Strada","Topazului","","430015"
"Satu Mare","Satu Mare","Strada","Horea","nr. 2-T","440004"
"Satu Mare","Satu Mare","Strada","Libertății","","440004"
"Satu Mare","Satu Mare","Pasajul","Ruha Ștefan","","440004"
"Satu Mare","Satu Mare","Strada","Coposu Corneliu","","440005"
"Satu Mare","Satu Mare","Strada","Păstrăvului","nr. 1-T; 2","440005"
"Satu Mare","Satu Mare","Strada","Petöfi Sándor","nr. 10","440005"
"Satu Mare","Satu Mare","Pasajul","Țibleșului","","440005"
"Satu Mare","Satu Mare","Piața","25 Octombrie","nr. 2-T","440006"
"Satu Mare","Satu Mare","Strada","Cetății","","440006"
"Satu Mare","Satu Mare","Strada","Decebal","","440006"
"Satu Mare","Satu Mare","Strada","1 Decembrie 1918","","440010"
"Satu Mare","Satu Mare","Bulevardul","Brătianu Ion Constantin","nr. 1-5","440010"
"Satu Mare","Satu Mare","Strada","Horea","nr. 1-T","440010"
"Satu Mare","Satu Mare","Strada","Lovinescu Eugen","nr. 1","440010"
"Satu Mare","Satu Mare","Strada","Negruzzi Constantin","","440010"
"Satu Mare","Satu Mare","Strada","Alexandru Ioan Cuza","","440011"
"Satu Mare","Satu Mare","Strada","Lazăr Gheorghe","","440011"
"Satu Mare","Satu Mare","Bulevardul","Lucaciu Vasile","nr. 2-14","440011"
"Satu Mare","Satu Mare","Strada","Mircea cel Bătrân","","440012"
"Satu Mare","Satu Mare","Strada","Popp Aurel","","440012"
"Satu Mare","Satu Mare","Piața","Romană","bl. D2-T","440012"
"Satu Mare","Satu Mare","Piața","Romană","nr. 1-T (case)","440012"
"Satu Mare","Satu Mare","Strada","Șincai Gheorghe","","440012"
"Satu Mare","Satu Mare","Strada","Budai Deleanu Ion","","440014"
"Satu Mare","Satu Mare","Strada","Eminescu Mihai","","440014"
"Satu Mare","Satu Mare","Piața","Libertății","","440014"
"Satu Mare","Satu Mare","Strada","Diana","","440017"
"Satu Mare","Satu Mare","Strada","Hașdeu Petriceicu Bogdan","","440017"
"Satu Mare","Satu Mare","Strada","Turturelelor","","440017"
"Satu Mare","Satu Mare","Strada","Popdan Ion","","440017"
"Satu Mare","Satu Mare","Strada","Bujorului","nr. 41-T; 38-T","440018"
"Satu Mare","Satu Mare","Strada","Iancu Jianu","","440019"
"Satu Mare","Satu Mare","Strada","Lazăr Gavril de Purcăreț","","440019"
"Satu Mare","Satu Mare","Strada","Zutphen","nr. 35-T; 36-T","440019"
"Satu Mare","Satu Mare","Strada","Clujului","","440020"
"Satu Mare","Satu Mare","Strada","Dragoș Vodă","","440020"
"Satu Mare","Satu Mare","Strada","Ipătescu Ana","","440020"
"Satu Mare","Satu Mare","Strada","Moise Sora Novac","","440020"
"Satu Mare","Satu Mare","Strada","Brâncuși Constantin","nr. 1-43; 2-36","440021"
"Satu Mare","Satu Mare","Strada","Popescu Victor, general","","440021"
"Satu Mare","Satu Mare","Strada","Alba Iulia","","440126"
"Satu Mare","Satu Mare","Strada","Kogălniceanu Mihail","","440024"
"Satu Mare","Satu Mare","Strada","Retezatului","","440024"
"Satu Mare","Satu Mare","Strada","Bujorului","nr. 1-29; 2-34","440025"
"Satu Mare","Satu Mare","Strada","Martirilor Deportați","","440025"
"Satu Mare","Satu Mare","Strada","Voltaire","","440025"
"Satu Mare","Satu Mare","Piața","25 Octombrie","nr. 1-T","440026"
"Satu Mare","Satu Mare","Strada","Constantin Brâncoveanu","","440026"
"Satu Mare","Satu Mare","Strada","Petöfi Sándor","nr. 1-T; 2-8, 12-34","440026"
"Satu Mare","Satu Mare","Strada","Bran Petru","nr. 1-T; 2-T (case)","440027"
"Satu Mare","Satu Mare","Strada","Ham Janos","","440027"
"Satu Mare","Satu Mare","Strada","Păstrăvului","nr. 4-T","440027"
"Satu Mare","Satu Mare","Bulevardul","Transilvania","nr. 3 (Casa de Cultură)","440027"
"Satu Mare","Satu Mare","Bulevardul","Brătianu Ion Constantin","nr. 7-T; 2-T","440030"
"Satu Mare","Satu Mare","Strada","Doja Gheorghe","","440030"
"Satu Mare","Satu Mare","Strada","Mihai Viteazu","nr. 3-T; 10-T","440030"
"Satu Mare","Satu Mare","Strada","Lovinescu Eugen","nr. 3-T; 2-T","440031"
"Satu Mare","Satu Mare","Bulevardul","Lucaciu Vasile","nr. 1-25; 16-28","440031"
"Satu Mare","Satu Mare","Strada","Parângului","","440031"
"Satu Mare","Satu Mare","Bulevardul","Coandă Henri","","440034"
"Satu Mare","Satu Mare","Strada","Mioriței","","440034"
"Satu Mare","Satu Mare","Strada","Vlad Țepeș","","440034"
"Satu Mare","Satu Mare","Strada","Mihai Viteazu","nr. 2-8","440037"
"Satu Mare","Satu Mare","Strada","Mileniului","nr. 1-21; 2-T","440037"
"Satu Mare","Satu Mare","Strada","Vladimirescu Tudor","","440037"
"Satu Mare","Satu Mare","Strada","Crasna","","440038"
"Satu Mare","Satu Mare","Bulevardul","Lucaciu Vasile","nr. 27-T; 30-T","440038"
"Satu Mare","Satu Mare","Piața","Lucaciu Vasile","","440038"
"Satu Mare","Satu Mare","Strada","Bălcescu Nicolae","","440039"
"Satu Mare","Satu Mare","Strada","Coșbuc George","nr. 21-T; 16-T","440039"
"Satu Mare","Satu Mare","Strada","Hossu Iuliu, cardinal","nr. 1-39; 2-54","440039"
"Satu Mare","Satu Mare","Strada","Averescu, mareșal","","440042"
"Satu Mare","Satu Mare","Strada","Coșbuc George","nr. 1-19; 2-14","440042"
"Satu Mare","Satu Mare","Strada","Slavici Ioan","","440042"
"Satu Mare","Satu Mare","Strada","Banat","","440043"
"Satu Mare","Satu Mare","Strada","Ceahlăului","","440043"
"Satu Mare","Satu Mare","Strada","Mileniului","nr. 23-T","440043"
"Satu Mare","Satu Mare","Strada","Maior Petru","","440044"
"Satu Mare","Satu Mare","Strada","Paris","nr. 35-T; 10-T","440044"
"Satu Mare","Satu Mare","Strada","Corvinilor","nr. 75-T; 70-T","440045"
"Satu Mare","Satu Mare","Strada","Hossu Iuliu, cardinal","nr. 56-T","440045"
"Satu Mare","Satu Mare","Strada","Maramureș","","440045"
"Satu Mare","Satu Mare","Strada","Almașului","","440046"
"Satu Mare","Satu Mare","Strada","București","","440046"
"Satu Mare","Satu Mare","Strada","Caișilor","","440049"
"Satu Mare","Satu Mare","Strada","Rândunelelor","","440049"
"Satu Mare","Satu Mare","Strada","Stănescu Nichita","","440049"
"Satu Mare","Satu Mare","Strada","Brâncuși Constantin","nr. 45-59; 38-66","440050"
"Satu Mare","Satu Mare","Strada","Crinului","","440050"
"Satu Mare","Satu Mare","Strada","Dsida Jeno","","440050"
"Satu Mare","Satu Mare","Strada","Zutphen","nr. 1-33; 2-34","440050"
"Satu Mare","Satu Mare","Strada","Dreptății","","440051"
"Satu Mare","Satu Mare","Strada","Lunca Sighet","nr. 1-17A; 2-8","440051"
"Satu Mare","Satu Mare","Strada","Sighișoara","nr. 31-T; 34-T","440051"
"Satu Mare","Satu Mare","Strada","Georgescu Gabriel","","440052"
"Satu Mare","Satu Mare","Piața","Titulescu","nr. 1-T; 2-12","440060"
"Satu Mare","Satu Mare","Strada","Delavrancea Barbu Ștefănescu","","440055"
"Satu Mare","Satu Mare","Piața","Eroilor Revoluției","","440055"
"Satu Mare","Satu Mare","Strada","Luko Bela","nr. 1-3; 2-6","440055"
"Satu Mare","Satu Mare","Strada","Rebreanu Liviu","nr. 1-53; 2-40","440055"
"Satu Mare","Satu Mare","Strada","Enescu George","","440057"
"Satu Mare","Satu Mare","Strada","Mărășești","","440057"
"Satu Mare","Satu Mare","Bulevardul","Unirii","nr. 1-71; 2-24","440057"
"Satu Mare","Satu Mare","Strada","Ady Endre","nr. 1-11; 2-12","440058"
"Satu Mare","Satu Mare","Strada","Wolfenbuttel","nr. 1-33; 2-36","440058"
"Satu Mare","Satu Mare","Strada","Aviatorilor","","440120"
"Satu Mare","Satu Mare","Bulevardul","Unirii","nr. 73-T; 26-T","440120"
"Satu Mare","Satu Mare","Strada","Porumbeilor","","440121"
"Satu Mare","Satu Mare","Strada","Rebreanu Liviu","nr. 55-T; 42-T","440121"
"Satu Mare","Satu Mare","Strada","Panseluței","","440056"
"Satu Mare","Satu Mare","Strada","Pelican","","440056"
"Satu Mare","Satu Mare","Strada","Serelor","","440056"
"Satu Mare","Satu Mare","Piața","Titulescu","nr. 14-T","440056"
"Satu Mare","Satu Mare","Strada","Bolyai Farkas","","440061"
"Satu Mare","Satu Mare","Strada","Luko Bela","nr. 5-T; 8-T","440061"
"Satu Mare","Satu Mare","Strada","Marsilia","","440061"
"Satu Mare","Satu Mare","Strada","Brâncuși Constantin","nr. 61-T; 68-T","440062"
"Satu Mare","Satu Mare","Strada","Miron Costin","","440062"
"Satu Mare","Satu Mare","Strada","Sighișoara","nr. 1-29; 2-32","440062"
"Satu Mare","Satu Mare","Strada","Lunca Sighet","nr. 19-T; 10-T","440063"
"Satu Mare","Satu Mare","Strada","Oradea","","440063"
"Satu Mare","Satu Mare","Strada","Siretului","","440063"
"Satu Mare","Satu Mare","Strada","Magheru","","440064"
"Satu Mare","Satu Mare","Strada","Sibiului","","440064"
"Satu Mare","Satu Mare","Strada","Sighetului","","440064"
"Satu Mare","Satu Mare","Strada","Timișoara","","440064"
"Satu Mare","Satu Mare","Strada","Drăganilor","","440067"
"Satu Mare","Satu Mare","Strada","Lăcrimioarei","","440067"
"Satu Mare","Satu Mare","Strada","Poligonului","","440067"
"Satu Mare","Satu Mare","Strada","Toamnei","","440067"
"Satu Mare","Satu Mare","Strada","Barițiu Gheorghe","nr. 1-25; 2-14A","440068"
"Satu Mare","Satu Mare","Strada","Brediceanu Ion","","440068"
"Satu Mare","Satu Mare","Strada","Cerna Panait","","440068"
"Satu Mare","Satu Mare","Strada","Matei Basarab","","440068"
"Satu Mare","Satu Mare","Strada","Iosif Ștefan Octavian","","440069"
"Satu Mare","Satu Mare","Strada","Odobescu Alexandru","","440069"
"Satu Mare","Satu Mare","Strada","Azuga","","440070"
"Satu Mare","Satu Mare","Strada","Bușteni","","440070"
"Satu Mare","Satu Mare","Strada","Păltiniș","","440070"
"Satu Mare","Satu Mare","Strada","Predeal","","440070"
"Satu Mare","Satu Mare","Strada","Sinaia","","440070"
"Satu Mare","Satu Mare","Strada","Fragilor","","440073"
"Satu Mare","Satu Mare","Strada","Paris","nr. 1-33; 2-8","440073"
"Satu Mare","Satu Mare","Strada","Wolfenbuttel","nr. 35-T; 38-T","440073"
"Satu Mare","Satu Mare","Strada","Conta Vasile","","440074"
"Satu Mare","Satu Mare","Strada","Eroilor","","440074"
"Satu Mare","Satu Mare","Strada","Iorga Nicolae","","440074"
"Satu Mare","Satu Mare","Strada","Mara","","440074"
"Satu Mare","Satu Mare","Strada","Ady Endre","nr. 13-T; 14-T","440075"
"Satu Mare","Satu Mare","Piața","Călinescu George","","440075"
"Satu Mare","Satu Mare","Strada","Călinescu George","nr. 1-41; 2-66","440075"
"Satu Mare","Satu Mare","Strada","Rodnei","nr. 1-51A; 2-42","440075"
"Satu Mare","Satu Mare","Strada","Ialomiței","","440078"
"Satu Mare","Satu Mare","Strada","Mureșan Gheorghe, preot","","440078"
"Satu Mare","Satu Mare","Bulevardul","Traian","","440078"
"Satu Mare","Satu Mare","Strada","Avram Iancu","nr. 1-37; 2-42","440079"
"Satu Mare","Satu Mare","Strada","Bărnuțiu Simion","","440079"
"Satu Mare","Satu Mare","Strada","Hossu Iuliu, cardinal","nr. 41-T","440079"
"Satu Mare","Satu Mare","Strada","Corvinilor","nr. 1-73; 2-68","440080"
"Satu Mare","Satu Mare","Bulevardul","Lucaciu Vasile","bl. 31/20","440080"
"Satu Mare","Satu Mare","Strada","Stejarilor","","440080"
"Satu Mare","Satu Mare","Strada","Rodnei","nr. 53-T; 44-T","440083"
"Satu Mare","Satu Mare","Strada","Bacovia George","nr. 1-13; 2-14","440084"
"Satu Mare","Satu Mare","Strada","Chendi","","440084"
"Satu Mare","Satu Mare","Strada","Gallu Ioan","nr. 1-11; 2-14","440084"
"Satu Mare","Satu Mare","Aleea","Gladiolei","","440084"
"Satu Mare","Satu Mare","Strada","Lăzarului","nr. 35-63; 34-62","440084"
"Satu Mare","Satu Mare","Strada","Pann Anton","nr. 1-27; 2-30","440084"
"Satu Mare","Satu Mare","Strada","Argeșului","","440085"
"Satu Mare","Satu Mare","Piața","14 Mai 1970","nr. 1-3; 2-T","440089"
"Satu Mare","Satu Mare","Strada","Gallu Ioan","nr. 13-T; 16-T","440089"
"Satu Mare","Satu Mare","Strada","Pann Anton","nr. 29-T; 32-T","440089"
"Satu Mare","Satu Mare","Strada","Trandafirilor","nr. 31-T; 34-T","440089"
"Satu Mare","Satu Mare","Aleea","Begoniei","","440090"
"Satu Mare","Satu Mare","Strada","Istrati Panait","","440090"
"Satu Mare","Satu Mare","Strada","Ureche Grigore","nr. 53-T; 68-T","440090"
"Satu Mare","Satu Mare","Strada","Ghica Ion","","440091"
"Satu Mare","Satu Mare","Strada","Lăzarului","nr. 1-33; 2-32","440091"
"Satu Mare","Satu Mare","Strada","Egalității","","440092"
"Satu Mare","Satu Mare","Strada","Fraternității","","440092"
"Satu Mare","Satu Mare","Strada","Mică","","440092"
"Satu Mare","Satu Mare","Aleea","Petuniei","","440092"
"Satu Mare","Satu Mare","Strada","Avram Iancu","bl. 45, 58","440095"
"Satu Mare","Satu Mare","Strada","Avram Iancu","nr. 39-T; 44-T","440095"
"Satu Mare","Satu Mare","Strada","Mureșanu Andrei","","440095"
"Satu Mare","Satu Mare","Strada","Bacovia George","nr. 15-T; 16-T","440096"
"Satu Mare","Satu Mare","Strada","Fabricii","nr. 1-T; 2-46","440096"
"Satu Mare","Satu Mare","Aleea","Nufărului","","440096"
"Satu Mare","Satu Mare","Strada","Trandafirilor","nr. 1-29; 2-32","440096"
"Satu Mare","Satu Mare","Piața","14 Mai 1970","nr. 5-T","440097"
"Satu Mare","Satu Mare","Strada","Arenei","","440097"
"Satu Mare","Satu Mare","Strada","Ureche Grigore","nr. 33-51; 44-66","440097"
"Satu Mare","Satu Mare","Strada","Crișan","","440098"
"Satu Mare","Satu Mare","Strada","Luceafărului","nr. 1-23; 2-14","440098"
"Satu Mare","Satu Mare","Strada","Neculce Ion","","440098"
"Satu Mare","Satu Mare","Strada","Parcului","","440098"
"Satu Mare","Satu Mare","Strada","24 Ianuarie","","440102"
"Satu Mare","Satu Mare","Strada","Cimitirului","","440102"
"Satu Mare","Satu Mare","Strada","Pescarilor","","440102"
"Satu Mare","Satu Mare","Strada","Ștrandului","","440102"
"Satu Mare","Satu Mare","Strada","Tineretului","","440102"
"Satu Mare","Satu Mare","Strada","Victoriei","","440102"
"Satu Mare","Satu Mare","Strada","9 Mai 1877","","440103"
"Satu Mare","Satu Mare","Strada","Ghibu Onisifor","","440103"
"Satu Mare","Satu Mare","Strada","Gutinului","","440103"
"Satu Mare","Satu Mare","Strada","Zorilor","","440103"
"Satu Mare","Satu Mare","Strada","Carpaților","","440104"
"Satu Mare","Satu Mare","Strada","Cărămidarilor","","440104"
"Satu Mare","Satu Mare","Strada","Macului","","440104"
"Satu Mare","Satu Mare","Strada","Oașului","","440104"
"Satu Mare","Satu Mare","Strada","Bercu Mare","","440105"
"Satu Mare","Satu Mare","Strada","Bercu Roșu","","440105"
"Satu Mare","Satu Mare","Strada","Boliac Cezar","","440105"
"Satu Mare","Satu Mare","Strada","Dana","","440105"
"Satu Mare","Satu Mare","Strada","Iris","","440105"
"Satu Mare","Satu Mare","Strada","Maria","","440105"
"Satu Mare","Satu Mare","Calea","Odoreului","","440105"
"Satu Mare","Satu Mare","Strada","Botizului","nr. 51-T; 2-T","440110"
"Satu Mare","Satu Mare","Strada","Bixadului","","440111"
"Satu Mare","Satu Mare","Strada","Ceferiștilor","","440111"
"Satu Mare","Satu Mare","Strada","Crivățului","","440111"
"Satu Mare","Satu Mare","Strada","Dealului","","440111"
"Satu Mare","Satu Mare","Strada","Livada","","440111"
"Satu Mare","Satu Mare","Strada","Mașiniștilor","","440111"
"Satu Mare","Satu Mare","Strada","Plevnei","","440111"
"Satu Mare","Satu Mare","Strada","Șoimoșeni","","440111"
"Satu Mare","Satu Mare","Strada","Văii","","440111"
"Satu Mare","Satu Mare","Strada","Vlahuță Alexandru","","440111"
"Satu Mare","Satu Mare","Strada","Locomotivei","","440118"
"Satu Mare","Satu Mare","Strada","Mihai Viteazu","nr. 1","440114"
"Satu Mare","Satu Mare","Piața","Păcii","","440114"
"Satu Mare","Satu Mare","Strada","Ștefan cel Mare","","440114"
"Satu Mare","Satu Mare","Strada","Golescu Nicolae","","440115"
"Satu Mare","Satu Mare","Strada","Maniu Iuliu","","440115"
"Satu Mare","Satu Mare","Strada","Berinde Alexiu","","440116"
"Satu Mare","Satu Mare","Strada","Bujorului","nr. 31-39; 36","440116"
"Satu Mare","Satu Mare","Strada","Bran Petru","bl. 1A","440117"
"Satu Mare","Satu Mare","Strada","Petöfi Sándor","nr. 36-T","440117"
"Satu Mare","Satu Mare","Bulevardul","Transilvania","bl. 9-11","440117"
"Satu Mare","Satu Mare","Bulevardul","Transilvania","nr. 2-T (case)","440117"
"Satu Mare","Satu Mare","Strada","1 Iunie","","440122"
"Satu Mare","Satu Mare","Strada","Acs Alajos","","440122"
"Satu Mare","Satu Mare","Strada","Coroianu Iuliu","","440122"
"Satu Mare","Satu Mare","Strada","Vlaicu Aurel","","440122"
"Satu Mare","Satu Mare","Strada","Gandhi Mahatma","","440123"
"Satu Mare","Satu Mare","Strada","Ispirescu Petre","","440123"
"Satu Mare","Satu Mare","Strada","Pădurea Mare","","440123"
"Satu Mare","Satu Mare","Strada","Arad","","440124"
"Satu Mare","Satu Mare","Strada","Creangă Ion","","440124"
"Satu Mare","Satu Mare","Strada","Dara","","440124"
"Satu Mare","Satu Mare","Strada","Prundișului","","440124"
"Satu Mare","Satu Mare","Strada","Scheffler Janos","","440124"
"Satu Mare","Satu Mare","Strada","Ionesco Eugen","","440125"
"Satu Mare","Satu Mare","Strada","Kaffka Margit","","440125"
"Satu Mare","Satu Mare","Strada","Karoli Gaspar","","440125"
"Satu Mare","Satu Mare","Strada","Krudy Gyula","","440125"
"Satu Mare","Satu Mare","Aleea","Ipotești","","440127"
"Satu Mare","Satu Mare","Aleea","Mircești","","440128"
"Satu Mare","Satu Mare","Aleea","Humulești","nr. 9-T; 6-T","440129"
"Satu Mare","Satu Mare","Strada","Deltei","","440133"
"Satu Mare","Satu Mare","Strada","Izvorului","","440133"
"Satu Mare","Satu Mare","Strada","Lăzarului","nr. 65-T; 64-T","440133"
"Satu Mare","Satu Mare","Strada","Pescărușilor","","440133"
"Satu Mare","Satu Mare","Strada","Teilor","nr. 1-T; 12, 14","440133"
"Satu Mare","Satu Mare","Strada","Albatros","","440134"
"Satu Mare","Satu Mare","Strada","Berzei","","440134"
"Satu Mare","Satu Mare","Strada","Cocorilor","","440134"
"Satu Mare","Satu Mare","Strada","Făgetului","","440134"
"Satu Mare","Satu Mare","Strada","Lacului","","440134"
"Satu Mare","Satu Mare","Strada","Sever Axente","","440134"
"Satu Mare","Satu Mare","Strada","Barițiu Gheorghe","nr. 27-T; 16-T","440135"
"Satu Mare","Satu Mare","Strada","Gorunului","","440135"
"Satu Mare","Satu Mare","Strada","Pădurea Noroieni","","440135"
"Satu Mare","Satu Mare","Strada","Regele Ferdinand","","440135"
"Satu Mare","Satu Mare","Strada","Barbu Lăutaru","","440136"
"Satu Mare","Satu Mare","Strada","Doina","","440136"
"Satu Mare","Satu Mare","Strada","Racoviță Emil","","440136"
"Satu Mare","Satu Mare","Strada","Sălciilor","","440136"
"Satu Mare","Satu Mare","Strada","Prahova","nr. 18-30","440139"
"Satu Mare","Satu Mare","Aleea","Mureș","nr. 1-T; 6-T","440140"
"Satu Mare","Satu Mare","Strada","Dunării","nr. 17-T","440141"
"Satu Mare","Satu Mare","Strada","Pop Dariu","bl. 7, 9","440141"
"Satu Mare","Satu Mare","Aleea","Tisa","","440141"
"Satu Mare","Satu Mare","Aleea","Jiului","","440144"
"Satu Mare","Satu Mare","Strada","Pop Dariu","bl. 1, 3","440145"
"Satu Mare","Satu Mare","Aleea","Târnavei","nr. 6, 8, 12-T","440145"
"Satu Mare","Satu Mare","Aleea","Neajlov","nr. 5-T; 6-T","440146"
"Satu Mare","Satu Mare","Bulevardul","Cloșca","nr. 1-41","440149"
"Satu Mare","Satu Mare","Strada","Goldiș Vasile","","440150"
"Satu Mare","Satu Mare","Aleea","Timișului","nr. 2-8","440150"
"Satu Mare","Satu Mare","Drumul","Careiului","bl. 2-6","440151"
"Satu Mare","Satu Mare","Strada","Petru Rareș","","440151"
"Satu Mare","Satu Mare","Strada","Bistriței","","440152"
"Satu Mare","Satu Mare","Strada","Eliade Mircea","","440152"
"Satu Mare","Satu Mare","Strada","Prahova","nr. 10-16","440152"
"Satu Mare","Satu Mare","Aleea","Neajlov","nr. 1-3; 2-4","440155"
"Satu Mare","Satu Mare","Strada","Prahova","nr. 2-8","440156"
"Satu Mare","Satu Mare","Aleea","Târnavei","nr. 7-T","440156"
"Satu Mare","Satu Mare","Drumul","Careiului","bl. 8-T","440157"
"Satu Mare","Satu Mare","Drumul","Careiului","nr. 1-T (case)","440157"
